opening_balance_id,product_id,warehouse_id,balance_date,opening_units
IP00511-W006,IP00511,W006,2023-01-01,256
IP00511-W007,IP00511,W007,2023-01-01,264
IP00511-W008,IP00511,W008,2023-01-01,130
IP00511-W009,IP00511,W009,2023-01-01,126
IP00511-W010,IP00511,W010,2023-01-01,363
IP00511-W011,IP00511,W011,2023-01-01,209
IP00511-W012,IP00511,W012,2023-01-01,278
IP00512-W001,IP00512,W001,2023-01-01,358
IP00512-W002,IP00512,W002,2023-01-01,297
IP00512-W003,IP00512,W003,2023-01-01,445
IP00512-W004,IP00512,W004,2023-01-01,320
IP00512-W005,IP00512,W005,2023-01-01,169
IP00512-W006,IP00512,W006,2023-01-01,267
IP00512-W007,IP00512,W007,2023-01-01,109
IP00512-W008,IP00512,W008,2023-01-01,384
IP00512-W009,IP00512,W009,2023-01-01,79
IP00512-W010,IP00512,W010,2023-01-01,177
IP00512-W011,IP00512,W011,2023-01-01,196
IP00512-W012,IP00512,W012,2023-01-01,371
IP00513-W001,IP00513,W001,2023-01-01,354
IP00513-W002,IP00513,W002,2023-01-01,312
IP00513-W003,IP00513,W003,2023-01-01,308
IP00513-W004,IP00513,W004,2023-01-01,335
IP00513-W005,IP00513,W005,2023-01-01,435
IP00513-W006,IP00513,W006,2023-01-01,158
IP00513-W007,IP00513,W007,2023-01-01,312
IP00513-W008,IP00513,W008,2023-01-01,390
IP00513-W009,IP00513,W009,2023-01-01,243
IP00513-W010,IP00513,W010,2023-01-01,290
IP00513-W011,IP00513,W011,2023-01-01,205
IP00513-W012,IP00513,W012,2023-01-01,309
IP00514-W001,IP00514,W001,2023-01-01,174
IP00514-W002,IP00514,W002,2023-01-01,87
IP00514-W003,IP00514,W003,2023-01-01,109
IP00514-W004,IP00514,W004,2023-01-01,369
IP00514-W005,IP00514,W005,2023-01-01,350
IP00514-W006,IP00514,W006,2023-01-01,237
IP00514-W007,IP00514,W007,2023-01-01,437
IP00514-W008,IP00514,W008,2023-01-01,105
IP00514-W009,IP00514,W009,2023-01-01,185
IP00514-W010,IP00514,W010,2023-01-01,404
IP00514-W011,IP00514,W011,2023-01-01,416
IP00514-W012,IP00514,W012,2023-01-01,304
IP00515-W001,IP00515,W001,2023-01-01,309
IP00515-W002,IP00515,W002,2023-01-01,297
IP00515-W003,IP00515,W003,2023-01-01,432
IP00515-W004,IP00515,W004,2023-01-01,346
IP00515-W005,IP00515,W005,2023-01-01,287
IP00515-W006,IP00515,W006,2023-01-01,315
IP00515-W007,IP00515,W007,2023-01-01,381
IP00515-W008,IP00515,W008,2023-01-01,116
IP00515-W009,IP00515,W009,2023-01-01,416
IP00515-W010,IP00515,W010,2023-01-01,428
IP00515-W011,IP00515,W011,2023-01-01,448
IP00515-W012,IP00515,W012,2023-01-01,296
IP00516-W001,IP00516,W001,2023-01-01,170
IP00516-W002,IP00516,W002,2023-01-01,314
IP00516-W003,IP00516,W003,2023-01-01,314
IP00516-W004,IP00516,W004,2023-01-01,354
IP00516-W005,IP00516,W005,2023-01-01,408
IP00516-W006,IP00516,W006,2023-01-01,240
IP00516-W007,IP00516,W007,2023-01-01,119
IP00516-W008,IP00516,W008,2023-01-01,191
IP00516-W009,IP00516,W009,2023-01-01,153
IP00516-W010,IP00516,W010,2023-01-01,406
IP00516-W011,IP00516,W011,2023-01-01,234
IP00516-W012,IP00516,W012,2023-01-01,331
IP00517-W001,IP00517,W001,2023-01-01,316
IP00517-W002,IP00517,W002,2023-01-01,149
IP00517-W003,IP00517,W003,2023-01-01,184
IP00517-W004,IP00517,W004,2023-01-01,428
IP00517-W005,IP00517,W005,2023-01-01,228
IP00517-W006,IP00517,W006,2023-01-01,249
IP00517-W007,IP00517,W007,2023-01-01,242
IP00517-W008,IP00517,W008,2023-01-01,229
IP00517-W009,IP00517,W009,2023-01-01,238
IP00517-W010,IP00517,W010,2023-01-01,377
IP00517-W011,IP00517,W011,2023-01-01,127
IP00517-W012,IP00517,W012,2023-01-01,115
IP00518-W001,IP00518,W001,2023-01-01,161
IP00518-W002,IP00518,W002,2023-01-01,283
IP00518-W003,IP00518,W003,2023-01-01,136
IP00518-W004,IP00518,W004,2023-01-01,266
IP00518-W005,IP00518,W005,2023-01-01,255
IP00518-W006,IP00518,W006,2023-01-01,418
IP00518-W007,IP00518,W007,2023-01-01,320
IP00518-W008,IP00518,W008,2023-01-01,209
IP00518-W009,IP00518,W009,2023-01-01,134
IP00518-W010,IP00518,W010,2023-01-01,363
IP00518-W011,IP00518,W011,2023-01-01,130
IP00518-W012,IP00518,W012,2023-01-01,339
IP00519-W001,IP00519,W001,2023-01-01,83
IP00519-W002,IP00519,W002,2023-01-01,355
IP00519-W003,IP00519,W003,2023-01-01,218
IP00519-W004,IP00519,W004,2023-01-01,328
IP00519-W005,IP00519,W005,2023-01-01,392
IP00519-W006,IP00519,W006,2023-01-01,180
IP00519-W007,IP00519,W007,2023-01-01,226
IP00519-W008,IP00519,W008,2023-01-01,319
IP00519-W009,IP00519,W009,2023-01-01,299
IP00519-W010,IP00519,W010,2023-01-01,444
IP00519-W011,IP00519,W011,2023-01-01,393
IP00519-W012,IP00519,W012,2023-01-01,265
IP00520-W001,IP00520,W001,2023-01-01,450
IP00520-W002,IP00520,W002,2023-01-01,363
IP00520-W003,IP00520,W003,2023-01-01,374
IP00520-W004,IP00520,W004,2023-01-01,96
IP00520-W005,IP00520,W005,2023-01-01,275
IP00520-W006,IP00520,W006,2023-01-01,203
IP00520-W007,IP00520,W007,2023-01-01,151
IP00520-W008,IP00520,W008,2023-01-01,347
IP00520-W009,IP00520,W009,2023-01-01,132
IP00520-W010,IP00520,W010,2023-01-01,376
IP00520-W011,IP00520,W011,2023-01-01,355
IP00520-W012,IP00520,W012,2023-01-01,138
IP00521-W001,IP00521,W001,2023-01-01,399
IP00521-W002,IP00521,W002,2023-01-01,252
IP00521-W003,IP00521,W003,2023-01-01,411
IP00521-W004,IP00521,W004,2023-01-01,385
IP00521-W005,IP00521,W005,2023-01-01,285
IP00521-W006,IP00521,W006,2023-01-01,141
IP00521-W007,IP00521,W007,2023-01-01,350
IP00521-W008,IP00521,W008,2023-01-01,108
IP00521-W009,IP00521,W009,2023-01-01,408
IP00521-W010,IP00521,W010,2023-01-01,326
IP00521-W011,IP00521,W011,2023-01-01,382
IP00521-W012,IP00521,W012,2023-01-01,84
IP00522-W001,IP00522,W001,2023-01-01,356
IP00522-W002,IP00522,W002,2023-01-01,428
IP00522-W003,IP00522,W003,2023-01-01,235
IP00522-W004,IP00522,W004,2023-01-01,255
IP00522-W005,IP00522,W005,2023-01-01,126
IP00522-W006,IP00522,W006,2023-01-01,197
IP00522-W007,IP00522,W007,2023-01-01,411
IP00522-W008,IP00522,W008,2023-01-01,310
IP00522-W009,IP00522,W009,2023-01-01,416
IP00522-W010,IP00522,W010,2023-01-01,231
IP00522-W011,IP00522,W011,2023-01-01,419
IP00522-W012,IP00522,W012,2023-01-01,173
IP00523-W001,IP00523,W001,2023-01-01,284
IP00523-W002,IP00523,W002,2023-01-01,322
IP00523-W003,IP00523,W003,2023-01-01,419
IP00523-W004,IP00523,W004,2023-01-01,86
IP00523-W005,IP00523,W005,2023-01-01,378
IP00523-W006,IP00523,W006,2023-01-01,237
IP00523-W007,IP00523,W007,2023-01-01,337
IP00523-W008,IP00523,W008,2023-01-01,123
IP00523-W009,IP00523,W009,2023-01-01,278
IP00523-W010,IP00523,W010,2023-01-01,229
IP00523-W011,IP00523,W011,2023-01-01,104
IP00523-W012,IP00523,W012,2023-01-01,185
IP00524-W001,IP00524,W001,2023-01-01,377
IP00524-W002,IP00524,W002,2023-01-01,208
IP00524-W003,IP00524,W003,2023-01-01,408
IP00524-W004,IP00524,W004,2023-01-01,370
IP00524-W005,IP00524,W005,2023-01-01,253
IP00524-W006,IP00524,W006,2023-01-01,210
IP00524-W007,IP00524,W007,2023-01-01,78
IP00524-W008,IP00524,W008,2023-01-01,103
IP00524-W009,IP00524,W009,2023-01-01,110
IP00524-W010,IP00524,W010,2023-01-01,109
IP00524-W011,IP00524,W011,2023-01-01,132
IP00524-W012,IP00524,W012,2023-01-01,324
IP00525-W001,IP00525,W001,2023-01-01,77
IP00525-W002,IP00525,W002,2023-01-01,395
IP00525-W003,IP00525,W003,2023-01-01,188
IP00525-W004,IP00525,W004,2023-01-01,397
IP00525-W005,IP00525,W005,2023-01-01,235
IP00525-W006,IP00525,W006,2023-01-01,407
IP00525-W007,IP00525,W007,2023-01-01,253
IP00525-W008,IP00525,W008,2023-01-01,204
IP00525-W009,IP00525,W009,2023-01-01,400
IP00525-W010,IP00525,W010,2023-01-01,282
IP00525-W011,IP00525,W011,2023-01-01,430
IP00525-W012,IP00525,W012,2023-01-01,164
IP00526-W001,IP00526,W001,2023-01-01,148
IP00526-W002,IP00526,W002,2023-01-01,94
IP00526-W003,IP00526,W003,2023-01-01,374
IP00526-W004,IP00526,W004,2023-01-01,399
IP00526-W005,IP00526,W005,2023-01-01,439
IP00526-W006,IP00526,W006,2023-01-01,114
IP00526-W007,IP00526,W007,2023-01-01,185
IP00526-W008,IP00526,W008,2023-01-01,158
IP00526-W009,IP00526,W009,2023-01-01,284
IP00526-W010,IP00526,W010,2023-01-01,335
IP00526-W011,IP00526,W011,2023-01-01,137
IP00526-W012,IP00526,W012,2023-01-01,385
IP00527-W001,IP00527,W001,2023-01-01,133
IP00527-W002,IP00527,W002,2023-01-01,437
IP00527-W003,IP00527,W003,2023-01-01,315
IP00527-W004,IP00527,W004,2023-01-01,92
IP00527-W005,IP00527,W005,2023-01-01,414
IP00527-W006,IP00527,W006,2023-01-01,156
IP00527-W007,IP00527,W007,2023-01-01,407
IP00527-W008,IP00527,W008,2023-01-01,287
IP00527-W009,IP00527,W009,2023-01-01,411
IP00527-W010,IP00527,W010,2023-01-01,277
IP00527-W011,IP00527,W011,2023-01-01,139
IP00527-W012,IP00527,W012,2023-01-01,107
IP00528-W001,IP00528,W001,2023-01-01,85
IP00528-W002,IP00528,W002,2023-01-01,157
IP00528-W003,IP00528,W003,2023-01-01,279
IP00528-W004,IP00528,W004,2023-01-01,135
IP00528-W005,IP00528,W005,2023-01-01,377
IP00528-W006,IP00528,W006,2023-01-01,230
IP00528-W007,IP00528,W007,2023-01-01,75
IP00528-W008,IP00528,W008,2023-01-01,324
IP00528-W009,IP00528,W009,2023-01-01,424
IP00528-W010,IP00528,W010,2023-01-01,277
IP00528-W011,IP00528,W011,2023-01-01,415
IP00528-W012,IP00528,W012,2023-01-01,254
IP00529-W001,IP00529,W001,2023-01-01,348
IP00529-W002,IP00529,W002,2023-01-01,378
IP00529-W003,IP00529,W003,2023-01-01,111
IP00529-W004,IP00529,W004,2023-01-01,277
IP00529-W005,IP00529,W005,2023-01-01,141
IP00529-W006,IP00529,W006,2023-01-01,346
IP00529-W007,IP00529,W007,2023-01-01,378
IP00529-W008,IP00529,W008,2023-01-01,87
IP00529-W009,IP00529,W009,2023-01-01,295
IP00529-W010,IP00529,W010,2023-01-01,91
IP00529-W011,IP00529,W011,2023-01-01,128
IP00529-W012,IP00529,W012,2023-01-01,288
IP00530-W001,IP00530,W001,2023-01-01,141
IP00530-W002,IP00530,W002,2023-01-01,327
IP00530-W003,IP00530,W003,2023-01-01,349
IP00530-W004,IP00530,W004,2023-01-01,317
IP00530-W005,IP00530,W005,2023-01-01,386
IP00530-W006,IP00530,W006,2023-01-01,318
IP00530-W007,IP00530,W007,2023-01-01,134
IP00530-W008,IP00530,W008,2023-01-01,388
IP00530-W009,IP00530,W009,2023-01-01,242
IP00530-W010,IP00530,W010,2023-01-01,285
IP00530-W011,IP00530,W011,2023-01-01,286
IP00530-W012,IP00530,W012,2023-01-01,209
IP00531-W001,IP00531,W001,2023-01-01,332
IP00531-W002,IP00531,W002,2023-01-01,163
IP00531-W003,IP00531,W003,2023-01-01,330
IP00531-W004,IP00531,W004,2023-01-01,358
IP00531-W005,IP00531,W005,2023-01-01,256
IP00531-W006,IP00531,W006,2023-01-01,417
IP00531-W007,IP00531,W007,2023-01-01,213
IP00531-W008,IP00531,W008,2023-01-01,105
IP00531-W009,IP00531,W009,2023-01-01,203
IP00531-W010,IP00531,W010,2023-01-01,314
IP00531-W011,IP00531,W011,2023-01-01,353
IP00531-W012,IP00531,W012,2023-01-01,386
IP00532-W001,IP00532,W001,2023-01-01,154
IP00532-W002,IP00532,W002,2023-01-01,295
IP00532-W003,IP00532,W003,2023-01-01,327
IP00532-W004,IP00532,W004,2023-01-01,76
IP00532-W005,IP00532,W005,2023-01-01,416
IP00532-W006,IP00532,W006,2023-01-01,215
IP00532-W007,IP00532,W007,2023-01-01,158
IP00532-W008,IP00532,W008,2023-01-01,373
IP00532-W009,IP00532,W009,2023-01-01,341
IP00532-W010,IP00532,W010,2023-01-01,92
IP00532-W011,IP00532,W011,2023-01-01,431
IP00532-W012,IP00532,W012,2023-01-01,308
IP00533-W001,IP00533,W001,2023-01-01,177
IP00533-W002,IP00533,W002,2023-01-01,90
IP00533-W003,IP00533,W003,2023-01-01,166
IP00533-W004,IP00533,W004,2023-01-01,154
IP00533-W005,IP00533,W005,2023-01-01,389
IP00533-W006,IP00533,W006,2023-01-01,371
IP00533-W007,IP00533,W007,2023-01-01,171
IP00533-W008,IP00533,W008,2023-01-01,136
IP00533-W009,IP00533,W009,2023-01-01,415
IP00533-W010,IP00533,W010,2023-01-01,284
IP00533-W011,IP00533,W011,2023-01-01,194
IP00533-W012,IP00533,W012,2023-01-01,217
IP00534-W001,IP00534,W001,2023-01-01,341
IP00534-W002,IP00534,W002,2023-01-01,253
IP00534-W003,IP00534,W003,2023-01-01,202
IP00534-W004,IP00534,W004,2023-01-01,427
IP00534-W005,IP00534,W005,2023-01-01,249
IP00534-W006,IP00534,W006,2023-01-01,432
IP00534-W007,IP00534,W007,2023-01-01,407
IP00534-W008,IP00534,W008,2023-01-01,440
IP00534-W009,IP00534,W009,2023-01-01,108
IP00534-W010,IP00534,W010,2023-01-01,138
IP00534-W011,IP00534,W011,2023-01-01,384
IP00534-W012,IP00534,W012,2023-01-01,168
IP00535-W001,IP00535,W001,2023-01-01,174
IP00535-W002,IP00535,W002,2023-01-01,209
IP00535-W003,IP00535,W003,2023-01-01,120
IP00535-W004,IP00535,W004,2023-01-01,427
IP00535-W005,IP00535,W005,2023-01-01,399
IP00535-W006,IP00535,W006,2023-01-01,378
IP00535-W007,IP00535,W007,2023-01-01,265
IP00535-W008,IP00535,W008,2023-01-01,448
IP00535-W009,IP00535,W009,2023-01-01,431
IP00535-W010,IP00535,W010,2023-01-01,77
IP00535-W011,IP00535,W011,2023-01-01,186
IP00535-W012,IP00535,W012,2023-01-01,360
IP00536-W001,IP00536,W001,2023-01-01,244
IP00536-W002,IP00536,W002,2023-01-01,227
IP00536-W003,IP00536,W003,2023-01-01,272
IP00536-W004,IP00536,W004,2023-01-01,77
IP00536-W005,IP00536,W005,2023-01-01,448
IP00536-W006,IP00536,W006,2023-01-01,275
IP00536-W007,IP00536,W007,2023-01-01,441
IP00536-W008,IP00536,W008,2023-01-01,95
IP00536-W009,IP00536,W009,2023-01-01,98
IP00536-W010,IP00536,W010,2023-01-01,373
IP00536-W011,IP00536,W011,2023-01-01,352
IP00536-W012,IP00536,W012,2023-01-01,106
IP00537-W001,IP00537,W001,2023-01-01,94
IP00537-W002,IP00537,W002,2023-01-01,308
IP00537-W003,IP00537,W003,2023-01-01,403
IP00537-W004,IP00537,W004,2023-01-01,138
IP00537-W005,IP00537,W005,2023-01-01,435
IP00537-W006,IP00537,W006,2023-01-01,225
IP00537-W007,IP00537,W007,2023-01-01,278
IP00537-W008,IP00537,W008,2023-01-01,198
IP00537-W009,IP00537,W009,2023-01-01,287
IP00537-W010,IP00537,W010,2023-01-01,345
IP00537-W011,IP00537,W011,2023-01-01,406
IP00537-W012,IP00537,W012,2023-01-01,251
IP00538-W001,IP00538,W001,2023-01-01,173
IP00538-W002,IP00538,W002,2023-01-01,188
IP00538-W003,IP00538,W003,2023-01-01,177
IP00538-W004,IP00538,W004,2023-01-01,427
IP00538-W005,IP00538,W005,2023-01-01,225
IP00538-W006,IP00538,W006,2023-01-01,80
IP00538-W007,IP00538,W007,2023-01-01,305
IP00538-W008,IP00538,W008,2023-01-01,219
IP00538-W009,IP00538,W009,2023-01-01,105
IP00538-W010,IP00538,W010,2023-01-01,145
IP00538-W011,IP00538,W011,2023-01-01,84
IP00538-W012,IP00538,W012,2023-01-01,99
IP00539-W001,IP00539,W001,2023-01-01,261
IP00539-W002,IP00539,W002,2023-01-01,184
IP00539-W003,IP00539,W003,2023-01-01,368
IP00539-W004,IP00539,W004,2023-01-01,314
IP00539-W005,IP00539,W005,2023-01-01,182
IP00539-W006,IP00539,W006,2023-01-01,153
IP00539-W007,IP00539,W007,2023-01-01,404
IP00539-W008,IP00539,W008,2023-01-01,293
IP00539-W009,IP00539,W009,2023-01-01,253
IP00539-W010,IP00539,W010,2023-01-01,284
IP00539-W011,IP00539,W011,2023-01-01,192
IP00539-W012,IP00539,W012,2023-01-01,179
IP00540-W001,IP00540,W001,2023-01-01,209
IP00540-W002,IP00540,W002,2023-01-01,190
IP00540-W003,IP00540,W003,2023-01-01,122
IP00540-W004,IP00540,W004,2023-01-01,353
IP00540-W005,IP00540,W005,2023-01-01,147
IP00540-W006,IP00540,W006,2023-01-01,209
IP00540-W007,IP00540,W007,2023-01-01,321
IP00540-W008,IP00540,W008,2023-01-01,206
IP00540-W009,IP00540,W009,2023-01-01,176
IP00540-W010,IP00540,W010,2023-01-01,395
IP00540-W011,IP00540,W011,2023-01-01,300
IP00540-W012,IP00540,W012,2023-01-01,210
IP00541-W001,IP00541,W001,2023-01-01,118
IP00541-W002,IP00541,W002,2023-01-01,283
IP00541-W003,IP00541,W003,2023-01-01,368
IP00541-W004,IP00541,W004,2023-01-01,270
IP00541-W005,IP00541,W005,2023-01-01,383
IP00541-W006,IP00541,W006,2023-01-01,344
IP00541-W007,IP00541,W007,2023-01-01,212
IP00541-W008,IP00541,W008,2023-01-01,205
IP00541-W009,IP00541,W009,2023-01-01,76
IP00541-W010,IP00541,W010,2023-01-01,181
IP00541-W011,IP00541,W011,2023-01-01,431
IP00541-W012,IP00541,W012,2023-01-01,121
IP00542-W001,IP00542,W001,2023-01-01,267
IP00542-W002,IP00542,W002,2023-01-01,407
IP00542-W003,IP00542,W003,2023-01-01,142
IP00542-W004,IP00542,W004,2023-01-01,420
IP00542-W005,IP00542,W005,2023-01-01,150
IP00542-W006,IP00542,W006,2023-01-01,313
IP00542-W007,IP00542,W007,2023-01-01,223
IP00542-W008,IP00542,W008,2023-01-01,212
IP00542-W009,IP00542,W009,2023-01-01,207
IP00542-W010,IP00542,W010,2023-01-01,266
IP00542-W011,IP00542,W011,2023-01-01,414
IP00542-W012,IP00542,W012,2023-01-01,403
IP00543-W001,IP00543,W001,2023-01-01,174
IP00543-W002,IP00543,W002,2023-01-01,285
IP00543-W003,IP00543,W003,2023-01-01,97
IP00543-W004,IP00543,W004,2023-01-01,218
IP00543-W005,IP00543,W005,2023-01-01,247
IP00543-W006,IP00543,W006,2023-01-01,212
IP00543-W007,IP00543,W007,2023-01-01,279
IP00543-W008,IP00543,W008,2023-01-01,112
IP00543-W009,IP00543,W009,2023-01-01,314
IP00543-W010,IP00543,W010,2023-01-01,148
IP00543-W011,IP00543,W011,2023-01-01,223
IP00543-W012,IP00543,W012,2023-01-01,448
IP00544-W001,IP00544,W001,2023-01-01,262
IP00544-W002,IP00544,W002,2023-01-01,332
IP00544-W003,IP00544,W003,2023-01-01,276
IP00544-W004,IP00544,W004,2023-01-01,349
IP00544-W005,IP00544,W005,2023-01-01,136
IP00544-W006,IP00544,W006,2023-01-01,248
IP00544-W007,IP00544,W007,2023-01-01,370
IP00544-W008,IP00544,W008,2023-01-01,367
IP00544-W009,IP00544,W009,2023-01-01,258
IP00544-W010,IP00544,W010,2023-01-01,282
IP00544-W011,IP00544,W011,2023-01-01,282
IP00544-W012,IP00544,W012,2023-01-01,387
IP00545-W001,IP00545,W001,2023-01-01,278
IP00545-W002,IP00545,W002,2023-01-01,445
IP00545-W003,IP00545,W003,2023-01-01,335
IP00545-W004,IP00545,W004,2023-01-01,214
IP00545-W005,IP00545,W005,2023-01-01,234
IP00545-W006,IP00545,W006,2023-01-01,317
IP00545-W007,IP00545,W007,2023-01-01,130
IP00545-W008,IP00545,W008,2023-01-01,331
IP00545-W009,IP00545,W009,2023-01-01,428
IP00545-W010,IP00545,W010,2023-01-01,287
IP00545-W011,IP00545,W011,2023-01-01,315
IP00545-W012,IP00545,W012,2023-01-01,81
IP00546-W001,IP00546,W001,2023-01-01,149
IP00546-W002,IP00546,W002,2023-01-01,82
IP00546-W003,IP00546,W003,2023-01-01,277
IP00546-W004,IP00546,W004,2023-01-01,90
IP00546-W005,IP00546,W005,2023-01-01,369
IP00546-W006,IP00546,W006,2023-01-01,362
IP00546-W007,IP00546,W007,2023-01-01,229
IP00546-W008,IP00546,W008,2023-01-01,374
IP00546-W009,IP00546,W009,2023-01-01,291
IP00546-W010,IP00546,W010,2023-01-01,240
IP00546-W011,IP00546,W011,2023-01-01,170
IP00546-W012,IP00546,W012,2023-01-01,181
IP00547-W001,IP00547,W001,2023-01-01,350
IP00547-W002,IP00547,W002,2023-01-01,107
IP00547-W003,IP00547,W003,2023-01-01,379
IP00547-W004,IP00547,W004,2023-01-01,89
IP00547-W005,IP00547,W005,2023-01-01,329
IP00547-W006,IP00547,W006,2023-01-01,399
IP00547-W007,IP00547,W007,2023-01-01,234
IP00547-W008,IP00547,W008,2023-01-01,100
IP00547-W009,IP00547,W009,2023-01-01,245
IP00547-W010,IP00547,W010,2023-01-01,212
IP00547-W011,IP00547,W011,2023-01-01,272
IP00547-W012,IP00547,W012,2023-01-01,191
IP00548-W001,IP00548,W001,2023-01-01,394
IP00548-W002,IP00548,W002,2023-01-01,397
IP00548-W003,IP00548,W003,2023-01-01,313
IP00548-W004,IP00548,W004,2023-01-01,166
IP00548-W005,IP00548,W005,2023-01-01,107
IP00548-W006,IP00548,W006,2023-01-01,276
IP00548-W007,IP00548,W007,2023-01-01,207
IP00548-W008,IP00548,W008,2023-01-01,169
IP00548-W009,IP00548,W009,2023-01-01,198
IP00548-W010,IP00548,W010,2023-01-01,253
IP00548-W011,IP00548,W011,2023-01-01,251
IP00548-W012,IP00548,W012,2023-01-01,201
IP00549-W001,IP00549,W001,2023-01-01,401
IP00549-W002,IP00549,W002,2023-01-01,233
IP00549-W003,IP00549,W003,2023-01-01,450
IP00549-W004,IP00549,W004,2023-01-01,165
IP00549-W005,IP00549,W005,2023-01-01,199
IP00549-W006,IP00549,W006,2023-01-01,383
IP00549-W007,IP00549,W007,2023-01-01,304
IP00549-W008,IP00549,W008,2023-01-01,213
IP00549-W009,IP00549,W009,2023-01-01,199
IP00549-W010,IP00549,W010,2023-01-01,241
IP00549-W011,IP00549,W011,2023-01-01,246
IP00549-W012,IP00549,W012,2023-01-01,252
IP00550-W001,IP00550,W001,2023-01-01,327
IP00550-W002,IP00550,W002,2023-01-01,395
IP00550-W003,IP00550,W003,2023-01-01,357
IP00550-W004,IP00550,W004,2023-01-01,351
IP00550-W005,IP00550,W005,2023-01-01,366
IP00550-W006,IP00550,W006,2023-01-01,77
IP00550-W007,IP00550,W007,2023-01-01,440
IP00550-W008,IP00550,W008,2023-01-01,418
IP00550-W009,IP00550,W009,2023-01-01,356
IP00550-W010,IP00550,W010,2023-01-01,431
IP00550-W011,IP00550,W011,2023-01-01,96
IP00550-W012,IP00550,W012,2023-01-01,200
IP00551-W001,IP00551,W001,2023-01-01,252
IP00551-W002,IP00551,W002,2023-01-01,181
IP00551-W003,IP00551,W003,2023-01-01,435
IP00551-W004,IP00551,W004,2023-01-01,278
IP00551-W005,IP00551,W005,2023-01-01,182
IP00551-W006,IP00551,W006,2023-01-01,337
IP00551-W007,IP00551,W007,2023-01-01,398
IP00551-W008,IP00551,W008,2023-01-01,378
IP00551-W009,IP00551,W009,2023-01-01,219
IP00551-W010,IP00551,W010,2023-01-01,422
IP00551-W011,IP00551,W011,2023-01-01,328
IP00551-W012,IP00551,W012,2023-01-01,270
IP00552-W001,IP00552,W001,2023-01-01,370
IP00552-W002,IP00552,W002,2023-01-01,314
IP00552-W003,IP00552,W003,2023-01-01,176
IP00552-W004,IP00552,W004,2023-01-01,349
IP00552-W005,IP00552,W005,2023-01-01,99
IP00552-W006,IP00552,W006,2023-01-01,198
IP00552-W007,IP00552,W007,2023-01-01,358
IP00552-W008,IP00552,W008,2023-01-01,107
IP00552-W009,IP00552,W009,2023-01-01,424
IP00552-W010,IP00552,W010,2023-01-01,312
IP00552-W011,IP00552,W011,2023-01-01,297
IP00552-W012,IP00552,W012,2023-01-01,230
IP00553-W001,IP00553,W001,2023-01-01,449
IP00553-W002,IP00553,W002,2023-01-01,416
IP00553-W003,IP00553,W003,2023-01-01,356
IP00553-W004,IP00553,W004,2023-01-01,370
IP00553-W005,IP00553,W005,2023-01-01,346
IP00553-W006,IP00553,W006,2023-01-01,231
IP00553-W007,IP00553,W007,2023-01-01,303
IP00553-W008,IP00553,W008,2023-01-01,234
IP00553-W009,IP00553,W009,2023-01-01,239
IP00553-W010,IP00553,W010,2023-01-01,427
IP00553-W011,IP00553,W011,2023-01-01,250
IP00553-W012,IP00553,W012,2023-01-01,380
IP00554-W001,IP00554,W001,2023-01-01,373
IP00554-W002,IP00554,W002,2023-01-01,233
IP00554-W003,IP00554,W003,2023-01-01,194
IP00554-W004,IP00554,W004,2023-01-01,86
IP00554-W005,IP00554,W005,2023-01-01,381
IP00554-W006,IP00554,W006,2023-01-01,144
IP00554-W007,IP00554,W007,2023-01-01,191
IP00554-W008,IP00554,W008,2023-01-01,137
IP00554-W009,IP00554,W009,2023-01-01,382
IP00554-W010,IP00554,W010,2023-01-01,90
IP00554-W011,IP00554,W011,2023-01-01,121
IP00554-W012,IP00554,W012,2023-01-01,220
IP00555-W001,IP00555,W001,2023-01-01,256
IP00555-W002,IP00555,W002,2023-01-01,395
IP00555-W003,IP00555,W003,2023-01-01,348
IP00555-W004,IP00555,W004,2023-01-01,305
IP00555-W005,IP00555,W005,2023-01-01,199
IP00555-W006,IP00555,W006,2023-01-01,236
IP00555-W007,IP00555,W007,2023-01-01,350
IP00555-W008,IP00555,W008,2023-01-01,179
IP00555-W009,IP00555,W009,2023-01-01,232
IP00555-W010,IP00555,W010,2023-01-01,338
IP00555-W011,IP00555,W011,2023-01-01,148
IP00555-W012,IP00555,W012,2023-01-01,268
IP00556-W001,IP00556,W001,2023-01-01,441
IP00556-W002,IP00556,W002,2023-01-01,116
IP00556-W003,IP00556,W003,2023-01-01,186
IP00556-W004,IP00556,W004,2023-01-01,241
IP00556-W005,IP00556,W005,2023-01-01,279
IP00556-W006,IP00556,W006,2023-01-01,142
IP00556-W007,IP00556,W007,2023-01-01,374
IP00556-W008,IP00556,W008,2023-01-01,145
IP00556-W009,IP00556,W009,2023-01-01,237
IP00556-W010,IP00556,W010,2023-01-01,212
IP00556-W011,IP00556,W011,2023-01-01,203
IP00556-W012,IP00556,W012,2023-01-01,445
IP00557-W001,IP00557,W001,2023-01-01,142
IP00557-W002,IP00557,W002,2023-01-01,91
IP00557-W003,IP00557,W003,2023-01-01,361
IP00557-W004,IP00557,W004,2023-01-01,187
IP00557-W005,IP00557,W005,2023-01-01,227
IP00557-W006,IP00557,W006,2023-01-01,193
IP00557-W007,IP00557,W007,2023-01-01,390
IP00557-W008,IP00557,W008,2023-01-01,100
IP00557-W009,IP00557,W009,2023-01-01,201
IP00557-W010,IP00557,W010,2023-01-01,358
IP00557-W011,IP00557,W011,2023-01-01,328
