purchase_order_line_id,purchase_order_id,product_id,quantity_ordered,quantity_received,unit_cost
POL0006004,PO002031,IP02476,274,274,570.32
POL0006005,PO002032,IP02346,453,312,665.84
POL0006006,PO002032,IP01096,350,169,250.97
POL0006007,PO002032,IP00346,313,293,792.14
POL0006008,PO002033,IP00538,300,155,505.72
POL0006009,PO002033,IP00788,139,4,425.79
POL0006010,PO002033,IP02288,395,366,109.42
POL0006011,PO002033,IP01038,25,2,781.72
POL0006012,PO002033,IP02038,323,4,238.06
POL0006013,PO002034,IP00295,561,561,514.36
POL0006014,PO002034,IP02045,541,541,218.01
POL0006015,PO002034,IP00045,476,476,499.97
POL0006016,PO002034,IP02295,561,561,403.45
POL0006017,PO002035,IP00749,283,283,758.87
POL0006018,PO002035,IP00499,90,90,574.3
POL0006019,PO002035,IP02499,21,21,278.16
POL0006020,PO002035,IP01749,344,344,373.17
POL0006021,PO002035,IP01499,388,388,7.82
POL0006022,PO002036,IP02342,110,110,558.96
POL0006023,PO002036,IP00342,545,545,753.55
POL0006024,PO002036,IP01842,455,455,167.44
POL0006025,PO002037,IP02164,127,127,247.42
POL0006026,PO002038,IP00116,212,212,42.11
POL0006027,PO002038,IP00616,220,220,516.39
POL0006028,PO002038,IP00866,544,544,352.93
POL0006029,PO002038,IP01366,388,388,183.08
POL0006030,PO002039,IP00197,171,171,494.54
POL0006031,PO002039,IP01697,220,220,323.13
POL0006032,PO002039,IP01947,305,305,306.39
POL0006033,PO002039,IP00947,470,470,63.07
POL0006034,PO002039,IP00447,92,92,168.32
POL0006035,PO002040,IP02487,402,402,482.1
POL0006036,PO002040,IP01487,39,39,245.35
POL0006037,PO002040,IP01237,207,207,38.39
POL0006038,PO002040,IP00737,101,101,178.07
POL0006039,PO002041,IP00866,51,51,358.15
POL0006040,PO002041,IP00116,281,281,43.41
POL0006041,PO002041,IP01116,386,386,99.64
POL0006042,PO002041,IP01866,30,30,166.05
POL0006043,PO002042,IP00196,591,591,751.72
POL0006044,PO002042,IP01446,582,582,739.45
POL0006045,PO002042,IP00446,211,211,307.9
POL0006046,PO002043,IP00809,66,66,25.43
POL0006047,PO002043,IP01059,119,119,194.63
POL0006048,PO002043,IP00309,156,156,564.33
POL0006049,PO002043,IP01559,365,365,470.32
POL0006050,PO002043,IP00059,86,86,509.47
POL0006051,PO002044,IP00684,389,389,228.54
POL0006052,PO002045,IP00004,528,528,578.54
POL0006053,PO002045,IP02254,468,468,125.59
POL0006054,PO002046,IP01097,175,175,258.44
POL0006055,PO002046,IP00097,480,480,399.63
POL0006056,PO002047,IP01882,573,573,34.51
POL0006057,PO002048,IP01379,494,0,727.04
POL0006058,PO002048,IP02129,382,0,176.45
POL0006059,PO002048,IP00129,269,0,526.9
POL0006060,PO002048,IP01629,255,0,170.21
POL0006061,PO002048,IP00629,409,0,520.69
POL0006062,PO002049,IP02472,579,579,792.82
POL0006063,PO002049,IP02222,598,598,709.09
POL0006064,PO002049,IP00472,413,413,540.99
POL0006065,PO002050,IP02445,501,501,808.44
POL0006066,PO002050,IP01945,585,585,246.51
POL0006067,PO002051,IP01702,22,22,84.39
POL0006068,PO002051,IP00702,341,341,771.99
POL0006069,PO002051,IP02202,359,359,658.58
POL0006070,PO002052,IP01282,201,0,466.83
POL0006071,PO002052,IP01532,287,0,416.65
POL0006072,PO002053,IP01488,558,0,187.39
POL0006073,PO002053,IP00488,38,0,814.49
POL0006074,PO002054,IP01930,559,559,333.04
POL0006075,PO002054,IP01680,488,488,762.57
POL0006076,PO002054,IP02430,287,287,460.15
POL0006077,PO002055,IP01385,23,23,119.14
POL0006078,PO002055,IP01135,40,40,465.83
POL0006079,PO002055,IP02135,476,476,72.93
POL0006080,PO002055,IP00385,340,340,629.5
POL0006081,PO002056,IP00799,243,243,383.94
POL0006082,PO002056,IP01549,114,114,422.64
POL0006083,PO002057,IP00696,437,437,282.44
POL0006084,PO002058,IP02222,156,156,719.45
POL0006085,PO002059,IP00277,454,454,730.17
POL0006086,PO002059,IP01277,134,134,656.51
POL0006087,PO002059,IP02027,35,35,751.66
POL0006088,PO002059,IP00027,183,183,663.01
POL0006089,PO002060,IP01389,423,423,362.09
POL0006090,PO002060,IP01139,179,179,852.96
POL0006091,PO002061,IP02113,454,454,324.44
POL0006092,PO002061,IP01863,535,535,845.38
POL0006093,PO002061,IP02363,174,174,276.29
POL0006094,PO002062,IP00348,569,569,397.99
POL0006095,PO002062,IP01098,564,564,316.97
POL0006096,PO002063,IP02372,263,263,56.98
POL0006097,PO002064,IP01725,135,135,836.74
POL0006098,PO002064,IP01475,243,243,64.61
POL0006099,PO002064,IP02475,151,151,213.37
POL0006100,PO002064,IP00225,38,38,32.75
POL0006101,PO002065,IP02067,383,383,81.06
POL0006102,PO002065,IP01317,232,232,18.08
POL0006103,PO002065,IP01567,411,411,174.06
POL0006104,PO002065,IP00817,37,37,149.52
POL0006105,PO002066,IP00776,563,563,370.05
POL0006106,PO002066,IP01776,320,320,302.36
POL0006107,PO002066,IP01276,213,213,321.08
POL0006108,PO002066,IP00276,21,21,538.12
POL0006109,PO002067,IP02451,114,114,737.03
POL0006110,PO002067,IP01701,488,488,365.08
POL0006111,PO002067,IP01951,24,24,397.99
POL0006112,PO002068,IP01106,137,137,227.92
POL0006113,PO002068,IP02106,237,237,363.47
POL0006114,PO002068,IP00606,333,333,800.77
POL0006115,PO002068,IP00356,538,538,727.76
POL0006116,PO002069,IP00050,348,348,437.54
POL0006117,PO002069,IP02300,133,133,351.48
POL0006118,PO002069,IP00800,204,204,739.82
POL0006119,PO002070,IP01842,376,376,169.03
POL0006120,PO002071,IP02459,524,524,354.18
POL0006121,PO002071,IP00959,539,539,30.81
POL0006122,PO002072,IP00498,423,423,396.65
POL0006123,PO002073,IP00204,153,153,436.9
POL0006124,PO002073,IP00454,419,419,228.51
POL0006125,PO002073,IP01704,180,180,72.13
POL0006126,PO002073,IP02454,364,364,357.83
POL0006127,PO002073,IP01204,287,287,219.86
POL0006128,PO002074,IP00908,281,281,465.01
POL0006129,PO002074,IP00658,49,49,296.59
POL0006130,PO002074,IP02408,125,125,151.71
POL0006131,PO002075,IP01627,230,230,801.49
POL0006132,PO002076,IP00383,199,199,632.27
POL0006133,PO002076,IP00633,521,521,701.34
POL0006134,PO002076,IP00883,529,529,130.29
POL0006135,PO002077,IP02106,442,442,374.59
POL0006136,PO002077,IP01606,245,245,195.58
POL0006137,PO002078,IP01207,220,220,9.33
POL0006138,PO002078,IP02207,43,43,288.51
POL0006139,PO002078,IP01457,593,593,489.65
POL0006140,PO002078,IP00957,535,535,3.34
POL0006141,PO002078,IP01707,600,600,301.56
POL0006142,PO002079,IP00832,83,83,79.67
POL0006143,PO002079,IP00582,535,535,262.63
POL0006144,PO002080,IP00877,316,316,14.32
POL0006145,PO002080,IP01877,304,304,20.73
POL0006146,PO002080,IP01377,283,283,119.07
POL0006147,PO002080,IP02127,378,378,739.51
POL0006148,PO002081,IP02131,157,157,714.75
POL0006149,PO002081,IP01381,472,472,686.23
POL0006150,PO002081,IP00631,117,117,38.73
POL0006151,PO002082,IP00785,576,576,200.13
POL0006152,PO002082,IP00285,137,137,585.78
POL0006153,PO002082,IP01785,31,31,680.2
POL0006154,PO002082,IP02035,473,473,254.01
POL0006155,PO002082,IP00535,563,563,579.46
POL0006156,PO002083,IP01823,555,555,563.82
POL0006157,PO002083,IP01573,552,552,541.07
POL0006158,PO002084,IP02258,105,103,783.89
POL0006159,PO002084,IP00008,449,304,726.76
POL0006160,PO002084,IP01508,52,27,78.03
POL0006161,PO002085,IP00513,435,435,284.18
POL0006162,PO002085,IP01513,121,121,86.24
POL0006163,PO002085,IP01013,376,376,77.4
POL0006164,PO002086,IP00643,573,573,212.08
POL0006165,PO002086,IP00893,396,396,148.36
POL0006166,PO002086,IP02143,319,319,333.92
POL0006167,PO002087,IP00353,270,270,206.16
POL0006168,PO002088,IP01094,306,306,506.98
POL0006169,PO002088,IP00844,45,45,179.68
POL0006170,PO002089,IP02202,132,132,659.73
POL0006171,PO002089,IP00952,307,307,609.92
POL0006172,PO002090,IP00424,101,101,421.07
POL0006173,PO002090,IP01674,273,273,763.25
POL0006174,PO002091,IP00733,426,426,458.6
POL0006175,PO002092,IP00228,69,65,202.65
POL0006176,PO002092,IP02478,422,267,777.32
POL0006177,PO002093,IP00030,424,424,124.89
POL0006178,PO002094,IP01843,316,316,17.31
POL0006179,PO002094,IP02093,214,214,763.32
POL0006180,PO002094,IP01343,539,539,777.89
POL0006181,PO002094,IP00343,65,65,793.47
POL0006182,PO002094,IP01593,264,264,110.45
POL0006183,PO002095,IP01809,452,452,279.28
POL0006184,PO002095,IP00559,322,322,3.31
POL0006185,PO002095,IP00309,72,72,560.71
POL0006186,PO002096,IP00457,356,356,541.41
POL0006187,PO002097,IP00242,273,273,91.85
POL0006188,PO002097,IP00992,383,383,223.86
POL0006189,PO002097,IP01242,541,541,626.64
POL0006190,PO002097,IP01492,336,336,141.74
POL0006191,PO002097,IP00492,578,578,336.12
POL0006192,PO002098,IP02164,357,357,250.24
POL0006193,PO002098,IP01664,595,595,91.37
POL0006194,PO002098,IP00414,459,459,630.94
POL0006195,PO002098,IP00914,242,242,767.36
POL0006196,PO002098,IP01414,72,72,184.62
POL0006197,PO002099,IP01881,592,592,536.98
POL0006198,PO002100,IP00436,413,413,448.39
POL0006199,PO002100,IP00686,63,63,467.59
POL0006200,PO002100,IP01186,251,251,589.21
POL0006201,PO002100,IP01686,381,381,285.53
POL0006202,PO002101,IP00453,486,486,85.45
POL0006203,PO002101,IP00703,363,363,726.11
POL0006204,PO002101,IP01953,108,108,524.68
POL0006205,PO002102,IP02055,351,351,799.41
POL0006206,PO002102,IP00055,380,380,12.83
POL0006207,PO002102,IP01055,187,187,738.76
POL0006208,PO002102,IP00555,293,293,490.82
POL0006209,PO002102,IP01305,255,255,523.99
POL0006210,PO002103,IP00570,49,15,38.67
POL0006211,PO002103,IP02070,135,58,342.58
POL0006212,PO002103,IP00820,167,17,265.24
POL0006213,PO002103,IP01820,219,142,837.29
POL0006214,PO002104,IP00288,230,230,756.77
POL0006215,PO002104,IP02288,568,568,113.74
POL0006216,PO002105,IP00963,56,42,192.3
POL0006217,PO002105,IP00463,488,384,125.85
POL0006218,PO002105,IP00213,316,13,655.34
POL0006219,PO002105,IP01963,101,24,67.94
POL0006220,PO002105,IP01213,349,85,480.21
POL0006221,PO002106,IP00149,454,454,795.22
POL0006222,PO002106,IP01149,172,172,345.4
POL0006223,PO002107,IP00393,140,140,5.62
POL0006224,PO002107,IP01893,300,300,709.82
POL0006225,PO002107,IP00143,513,513,459
POL0006226,PO002108,IP01276,452,452,329.2
POL0006227,PO002109,IP01168,214,134,278.89
POL0006228,PO002109,IP00668,247,65,589.59
POL0006229,PO002110,IP01854,462,462,561.69
POL0006230,PO002110,IP00854,314,314,229.08
POL0006231,PO002110,IP01104,301,301,303.69
POL0006232,PO002110,IP02354,114,114,137.72
POL0006233,PO002110,IP01354,252,252,510.44
POL0006234,PO002111,IP00451,74,74,470.4
POL0006235,PO002112,IP00974,102,102,779.18
POL0006236,PO002112,IP01974,386,386,791.75
POL0006237,PO002112,IP01474,130,130,17.77
POL0006238,PO002112,IP02224,360,360,44.14
POL0006239,PO002113,IP01299,254,254,815.2
POL0006240,PO002113,IP01549,546,546,434.54
POL0006241,PO002113,IP00549,482,482,624.59
POL0006242,PO002114,IP01978,309,309,264.38
POL0006243,PO002114,IP01478,489,489,179.29
POL0006244,PO002115,IP01512,595,595,130.67
POL0006245,PO002115,IP01012,447,447,24.25
POL0006246,PO002115,IP02012,33,33,177
POL0006247,PO002116,IP02352,277,277,831.7
POL0006248,PO002116,IP00602,411,411,401.83
POL0006249,PO002116,IP01602,344,344,153.15
POL0006250,PO002117,IP02078,32,0,790.51
POL0006251,PO002117,IP00578,553,0,633.36
POL0006252,PO002118,IP01315,264,264,514.26
POL0006253,PO002118,IP02315,458,458,215.41
POL0006254,PO002119,IP00378,103,103,558.38
POL0006255,PO002119,IP01128,231,231,337.23
POL0006256,PO002119,IP02128,182,182,79.94
POL0006257,PO002119,IP00628,443,443,665.13
POL0006258,PO002120,IP00914,224,224,801.36
POL0006259,PO002120,IP00164,53,53,730.05
POL0006260,PO002120,IP01914,521,521,759.2
POL0006261,PO002120,IP00664,385,385,120.86
POL0006262,PO002121,IP00134,544,544,478.36
POL0006263,PO002121,IP01884,495,495,7.21
POL0006264,PO002121,IP02384,339,339,664.36
POL0006265,PO002121,IP01384,76,76,418.87
POL0006266,PO002122,IP00994,270,270,372.2
POL0006267,PO002122,IP01494,46,46,92.17
POL0006268,PO002122,IP00244,75,75,385.27
POL0006269,PO002123,IP00675,26,26,395.07
POL0006270,PO002123,IP01925,193,193,454.04
POL0006271,PO002124,IP02014,72,0,696.13
POL0006272,PO002124,IP02264,232,0,820.58
POL0006273,PO002125,IP01496,598,598,314.21
POL0006274,PO002125,IP00996,74,74,776.31
POL0006275,PO002125,IP02246,476,476,540.92
POL0006276,PO002125,IP02496,478,478,360.16
POL0006277,PO002125,IP00746,422,422,126.5
POL0006278,PO002126,IP01641,257,257,199.1
POL0006279,PO002127,IP00900,137,137,679.29
POL0006280,PO002127,IP01150,388,388,228.97
POL0006281,PO002127,IP00400,102,102,362.59
POL0006282,PO002127,IP00650,234,234,166.31
POL0006283,PO002128,IP02445,363,0,859.71
POL0006284,PO002129,IP01269,25,25,373.9
POL0006285,PO002130,IP01759,70,47,665.9
POL0006286,PO002131,IP02026,57,57,628.11
POL0006287,PO002132,IP01314,138,138,288.96
POL0006288,PO002132,IP00564,274,274,279.42
POL0006289,PO002132,IP00314,206,206,386.99
POL0006290,PO002132,IP01564,556,556,481.01
POL0006291,PO002133,IP01978,65,65,283.3
POL0006292,PO002133,IP00728,84,84,562.28
POL0006293,PO002133,IP00978,480,480,790.71
POL0006294,PO002134,IP01463,446,446,641.72
POL0006295,PO002134,IP00713,309,309,687.58
POL0006296,PO002135,IP00289,350,350,443.31
POL0006297,PO002135,IP01789,490,490,477.02
POL0006298,PO002135,IP02039,525,525,243.64
POL0006299,PO002136,IP02464,540,540,444.75
POL0006300,PO002136,IP01214,555,555,722.08
POL0006301,PO002136,IP01464,341,341,386.79
POL0006302,PO002136,IP00714,208,208,605.96
POL0006303,PO002136,IP00214,456,456,242.76
POL0006304,PO002137,IP01804,160,160,225.25
POL0006305,PO002137,IP00054,487,487,465.94
POL0006306,PO002137,IP01554,490,490,283.53
POL0006307,PO002138,IP00527,136,136,225.71
POL0006308,PO002138,IP01777,376,376,95.57
POL0006309,PO002139,IP00219,478,478,163.49
POL0006310,PO002139,IP01719,316,316,102.83
POL0006311,PO002139,IP01469,594,594,65.36
POL0006312,PO002140,IP02193,294,294,379.54
POL0006313,PO002141,IP01976,546,546,637.21
POL0006314,PO002141,IP00226,547,547,718.36
POL0006315,PO002141,IP02226,166,166,627.18
POL0006316,PO002141,IP00476,396,396,70.43
POL0006317,PO002142,IP00140,61,61,315.3
POL0006318,PO002142,IP02390,450,450,187.24
POL0006319,PO002143,IP00567,575,575,333.72
POL0006320,PO002143,IP00817,392,392,147.94
POL0006321,PO002144,IP01479,305,26,373.64
POL0006322,PO002144,IP01729,336,293,375.12
POL0006323,PO002145,IP01902,505,505,579.33
POL0006324,PO002146,IP02320,281,281,72.9
POL0006325,PO002146,IP01320,364,364,355.13
POL0006326,PO002146,IP01820,148,148,813.07
POL0006327,PO002146,IP00820,212,212,266.19
POL0006328,PO002147,IP01095,213,213,399.49
POL0006329,PO002148,IP00381,504,0,613.64
POL0006330,PO002148,IP00131,249,0,166.09
POL0006331,PO002148,IP01131,317,0,360.49
POL0006332,PO002148,IP02131,224,0,688.93
POL0006333,PO002148,IP00881,127,0,137.36
POL0006334,PO002149,IP00562,57,57,585.92
POL0006335,PO002150,IP00037,447,447,533.3
POL0006336,PO002150,IP00287,244,244,788.29
POL0006337,PO002150,IP00537,20,20,375.65
POL0006338,PO002150,IP01787,252,252,138.72
POL0006339,PO002150,IP01537,32,32,718.04
POL0006340,PO002151,IP00235,334,181,565.81
POL0006341,PO002152,IP01871,455,455,133.02
POL0006342,PO002152,IP00121,134,134,507.26
POL0006343,PO002152,IP02371,518,518,379.4
POL0006344,PO002152,IP00621,50,50,438.43
POL0006345,PO002153,IP02037,473,473,173.18
POL0006346,PO002153,IP01037,332,332,11.55
POL0006347,PO002154,IP00145,380,380,707.1
POL0006348,PO002154,IP00395,132,132,591.7
POL0006349,PO002154,IP01145,310,310,14.36
POL0006350,PO002154,IP01645,92,92,4.12
POL0006351,PO002154,IP00895,495,495,418.94
POL0006352,PO002155,IP01685,457,0,536.51
POL0006353,PO002155,IP00935,75,0,614.68
POL0006354,PO002156,IP01777,337,337,92.25
POL0006355,PO002156,IP00027,507,507,658.8
POL0006356,PO002156,IP00527,176,176,226.7
POL0006357,PO002156,IP01277,539,539,647.58
POL0006358,PO002157,IP01938,567,567,510.51
POL0006359,PO002157,IP01688,148,148,420.04
POL0006360,PO002157,IP02438,398,398,816.45
POL0006361,PO002158,IP00072,597,597,487.13
POL0006362,PO002158,IP00322,62,62,218.59
POL0006363,PO002158,IP01322,208,208,647.27
POL0006364,PO002159,IP01093,332,332,506.49
POL0006365,PO002159,IP01593,218,218,107.1
POL0006366,PO002159,IP02343,104,104,513.05
POL0006367,PO002159,IP02093,125,125,769.11
POL0006368,PO002159,IP00593,357,357,552.83
POL0006369,PO002160,IP01723,432,432,301.94
POL0006370,PO002160,IP00473,96,96,342.3
POL0006371,PO002160,IP01973,515,515,169.62
POL0006372,PO002160,IP00723,302,302,528.71
POL0006373,PO002161,IP00785,119,119,191.22
POL0006374,PO002161,IP01535,182,182,208.7
POL0006375,PO002161,IP01285,57,57,275.03
POL0006376,PO002162,IP01981,268,268,41.21
POL0006377,PO002163,IP01467,335,335,251.63
POL0006378,PO002163,IP01217,541,541,279.4
POL0006379,PO002163,IP00217,309,309,63.87
POL0006380,PO002163,IP02467,105,105,439.82
POL0006381,PO002164,IP02370,591,591,394.7
POL0006382,PO002164,IP01870,75,75,400.01
POL0006383,PO002165,IP01260,92,92,121.44
POL0006384,PO002165,IP00510,56,56,396.38
POL0006385,PO002166,IP00756,143,143,143.56
POL0006386,PO002167,IP00524,262,262,608.1
POL0006387,PO002168,IP00205,532,532,80.24
POL0006388,PO002168,IP01955,443,443,844.57
POL0006389,PO002168,IP01705,124,124,285.59
POL0006390,PO002169,IP02007,561,561,742.89
POL0006391,PO002170,IP00191,124,19,15.77
POL0006392,PO002170,IP00441,68,13,674.36
POL0006393,PO002170,IP01191,383,246,565.81
POL0006394,PO002171,IP01663,396,396,732.59
POL0006395,PO002171,IP00913,44,44,308.81
POL0006396,PO002171,IP00413,400,400,319.28
POL0006397,PO002171,IP00163,393,393,461.08
POL0006398,PO002172,IP00579,359,0,73.52
POL0006399,PO002172,IP01829,40,0,65.42
POL0006400,PO002172,IP01079,457,0,64.75
POL0006401,PO002172,IP01329,563,0,260.03
POL0006402,PO002173,IP01647,433,433,227.71
POL0006403,PO002174,IP00874,57,57,197.36
POL0006404,PO002174,IP00124,461,461,595.81
POL0006405,PO002174,IP01374,282,282,365.25
POL0006406,PO002174,IP01124,398,398,50.57
POL0006407,PO002175,IP01090,29,29,698.66
POL0006408,PO002175,IP00840,171,171,509.47
POL0006409,PO002176,IP01039,481,481,311.45
POL0006410,PO002176,IP02289,574,574,348.68
POL0006411,PO002176,IP00539,596,596,187.94
POL0006412,PO002176,IP01289,95,95,617.26
POL0006413,PO002177,IP01610,541,541,746.6
POL0006414,PO002177,IP00360,219,219,650.76
POL0006415,PO002177,IP00610,600,600,255.83
POL0006416,PO002177,IP00110,112,112,541.15
POL0006417,PO002178,IP01826,52,52,454.08
POL0006418,PO002179,IP01817,86,43,644.81
POL0006419,PO002179,IP00317,571,547,528.76
POL0006420,PO002179,IP00067,576,416,496.57
POL0006421,PO002179,IP01067,333,48,194.01
POL0006422,PO002179,IP01567,583,582,172.21
POL0006423,PO002180,IP00125,195,195,64.85
POL0006424,PO002180,IP00375,269,269,282.67
POL0006425,PO002180,IP02375,586,586,545.04
POL0006426,PO002180,IP00625,323,323,28.74
POL0006427,PO002180,IP02125,86,86,754.37
POL0006428,PO002181,IP00052,414,414,611.54
POL0006429,PO002181,IP00802,54,54,458.57
POL0006430,PO002181,IP01802,323,323,713.76
POL0006431,PO002182,IP02121,532,532,641.3
POL0006432,PO002182,IP01871,89,89,135.56
POL0006433,PO002183,IP01899,237,237,134.26
POL0006434,PO002183,IP01649,147,147,343.53
POL0006435,PO002183,IP01149,264,264,345.96
POL0006436,PO002183,IP01399,394,394,105.19
POL0006437,PO002183,IP02399,73,73,146.77
POL0006438,PO002184,IP00410,561,561,850.95
POL0006439,PO002184,IP01160,480,480,116.41
POL0006440,PO002184,IP00910,252,252,861.09
POL0006441,PO002184,IP00160,477,477,64.48
POL0006442,PO002184,IP02160,44,44,342.71
POL0006443,PO002185,IP01552,105,105,772.19
POL0006444,PO002185,IP00052,475,475,602.3
POL0006445,PO002185,IP01302,80,80,493.84
POL0006446,PO002185,IP00302,597,597,17.53
POL0006447,PO002185,IP02302,375,375,769.55
POL0006448,PO002186,IP00965,486,486,30.33
POL0006449,PO002186,IP00215,502,502,487.95
POL0006450,PO002187,IP01658,533,533,637.69
POL0006451,PO002187,IP02408,523,523,156.72
POL0006452,PO002187,IP02158,52,52,267
POL0006453,PO002188,IP00818,361,361,29.4
POL0006454,PO002188,IP02068,448,448,591.19
POL0006455,PO002188,IP00068,473,473,87.44
POL0006456,PO002189,IP01648,456,456,759.72
POL0006457,PO002189,IP01398,116,116,772.5
POL0006458,PO002189,IP00398,557,557,346.48
POL0006459,PO002189,IP00148,84,84,732.41
POL0006460,PO002190,IP01745,65,24,560.62
POL0006461,PO002190,IP01245,107,10,654.83
POL0006462,PO002191,IP01007,61,61,620.75
POL0006463,PO002191,IP02257,325,325,65.79
POL0006464,PO002192,IP01779,396,396,461.42
POL0006465,PO002192,IP02029,41,41,665.19
POL0006466,PO002192,IP01529,549,549,236.01
POL0006467,PO002192,IP00779,446,446,447.35
POL0006468,PO002193,IP02429,297,297,362.6
POL0006469,PO002193,IP01679,332,332,2.79
POL0006470,PO002193,IP01929,270,270,529.46
POL0006471,PO002194,IP02454,145,145,352.87
POL0006472,PO002194,IP02204,287,287,454.4
POL0006473,PO002194,IP00954,84,84,550.71
POL0006474,PO002194,IP01454,387,387,654.3
POL0006475,PO002194,IP00704,37,37,725.86
POL0006476,PO002195,IP01894,584,584,213.43
POL0006477,PO002195,IP02144,477,477,722.5
POL0006478,PO002195,IP02394,567,567,333.68
POL0006479,PO002195,IP00144,95,95,328.38
POL0006480,PO002196,IP02331,577,577,431.24
POL0006481,PO002197,IP01649,268,268,328.53
POL0006482,PO002198,IP00765,141,141,522.95
POL0006483,PO002198,IP02015,429,429,838.63
POL0006484,PO002199,IP01945,48,48,254.83
POL0006485,PO002199,IP00695,391,391,566.6
POL0006486,PO002200,IP00877,431,431,15.09
POL0006487,PO002200,IP01877,78,78,20.74
POL0006488,PO002200,IP01627,516,516,767.24
POL0006489,PO002201,IP01861,362,362,528.74
POL0006490,PO002202,IP02359,245,245,719.31
POL0006491,PO002202,IP00359,300,300,639.02
POL0006492,PO002203,IP01281,335,294,562.03
POL0006493,PO002203,IP02031,277,142,451.74
POL0006494,PO002204,IP02354,350,350,132.1
POL0006495,PO002205,IP00218,323,323,319.78
POL0006496,PO002205,IP01718,121,121,178.7
POL0006497,PO002206,IP01924,169,169,186.8
POL0006498,PO002207,IP00462,30,30,641.67
POL0006499,PO002207,IP00712,349,349,563.12
POL0006500,PO002207,IP02462,315,315,367.97
POL0006501,PO002208,IP02121,289,289,674.04
POL0006502,PO002209,IP01836,188,188,321.64
POL0006503,PO002209,IP02336,439,439,385.96
POL0006504,PO002209,IP00336,452,452,200.13
POL0006505,PO002210,IP01660,390,390,243.76
POL0006506,PO002210,IP01160,213,213,115.35
POL0006507,PO002210,IP02410,587,587,658.39
POL0006508,PO002210,IP02160,200,200,346.54
POL0006509,PO002210,IP00660,361,361,30.63
POL0006510,PO002211,IP00989,101,101,857.03
POL0006511,PO002211,IP01989,436,436,245.35
POL0006512,PO002211,IP00239,267,267,330.1
POL0006513,PO002211,IP01739,64,64,124.51
POL0006514,PO002212,IP00102,259,259,132.29
POL0006515,PO002212,IP01352,339,339,110.85
POL0006516,PO002212,IP02352,124,124,838.83
POL0006517,PO002212,IP02102,443,443,206.58
POL0006518,PO002213,IP01682,132,132,178.87
POL0006519,PO002213,IP00432,381,381,161.94
POL0006520,PO002214,IP00433,579,579,57.64
POL0006521,PO002214,IP00683,80,80,392.65
POL0006522,PO002214,IP00933,190,190,34.42
POL0006523,PO002214,IP02183,273,273,465.96
POL0006524,PO002214,IP02433,248,248,458.13
POL0006525,PO002215,IP01241,75,75,569.08
POL0006526,PO002215,IP01741,386,386,517.26
POL0006527,PO002215,IP00241,526,526,16.32
POL0006528,PO002216,IP00602,590,590,397.66
POL0006529,PO002216,IP00102,210,210,129.42
POL0006530,PO002217,IP00982,84,84,48
POL0006531,PO002217,IP01232,455,455,41.22
POL0006532,PO002217,IP00232,58,58,54.38
POL0006533,PO002217,IP02232,83,83,222.92
POL0006534,PO002218,IP01928,32,32,575.22
POL0006535,PO002218,IP00428,45,45,593.34
POL0006536,PO002218,IP02428,241,241,722.78
POL0006537,PO002219,IP00965,284,284,30.26
POL0006538,PO002219,IP02215,266,266,545.41
POL0006539,PO002219,IP01715,477,477,237.06
POL0006540,PO002220,IP02472,371,371,763.51
POL0006541,PO002220,IP00222,573,573,809.2
POL0006542,PO002220,IP00972,168,168,416.64
POL0006543,PO002221,IP00815,264,264,747.92
POL0006544,PO002222,IP00072,382,382,487.94
POL0006545,PO002222,IP01322,380,380,668.25
POL0006546,PO002223,IP02154,541,541,828.09
POL0006547,PO002223,IP01654,470,470,628.97
POL0006548,PO002223,IP00404,291,291,382.85
POL0006549,PO002223,IP02404,163,163,93.34
POL0006550,PO002223,IP00904,348,348,253.54
POL0006551,PO002224,IP01392,56,56,536.92
POL0006552,PO002225,IP00774,289,289,213.22
POL0006553,PO002225,IP00274,113,113,839.37
POL0006554,PO002225,IP00524,361,361,620.19
POL0006555,PO002225,IP01524,146,146,721.39
POL0006556,PO002225,IP01024,341,341,510.58
POL0006557,PO002226,IP00129,333,333,523.93
POL0006558,PO002226,IP01129,434,434,384.32
POL0006559,PO002226,IP02129,383,383,176.35
POL0006560,PO002226,IP00379,267,267,217
POL0006561,PO002227,IP00582,362,0,277.44
POL0006562,PO002227,IP01332,367,0,8.61
POL0006563,PO002227,IP01832,220,0,508.31
POL0006564,PO002227,IP01582,128,0,269.42
POL0006565,PO002227,IP00832,342,0,80.8
POL0006566,PO002228,IP00867,573,573,513.29
POL0006567,PO002228,IP01117,44,44,242.19
POL0006568,PO002228,IP00367,304,304,549.3
POL0006569,PO002228,IP01867,92,92,269.5
POL0006570,PO002229,IP00370,81,81,64.33
POL0006571,PO002229,IP00620,233,233,806.02
POL0006572,PO002230,IP01811,26,26,406.12
POL0006573,PO002230,IP01561,246,246,34.66
POL0006574,PO002230,IP02061,212,212,583.37
POL0006575,PO002230,IP00561,457,457,160.52
POL0006576,PO002230,IP00811,465,465,652.66
POL0006577,PO002231,IP00227,71,71,165.27
POL0006578,PO002231,IP00977,355,355,38.59
POL0006579,PO002232,IP02400,58,58,43.29
POL0006580,PO002232,IP02150,544,544,165.97
POL0006581,PO002232,IP00400,455,455,356.58
POL0006582,PO002233,IP00008,565,565,732.31
POL0006583,PO002234,IP00352,144,144,613.52
POL0006584,PO002234,IP01102,555,555,630.59
POL0006585,PO002234,IP01852,199,199,56.03
