product_id,supplier_id,sku,category,unit_cost,reorder_point
IP00521,SUP0021,SC-000521,components,815.85,296
IP00522,SUP0022,SC-000522,packaging,526.57,453
IP00523,SUP0023,SC-000523,finished_goods,420.37,299
IP00524,SUP0024,SC-000524,consumables,609.59,208
IP00525,SUP0025,SC-000525,spares,127.69,370
IP00526,SUP0026,SC-000526,components,359.26,201
IP00527,SUP0027,SC-000527,packaging,228.09,420
IP00528,SUP0028,SC-000528,finished_goods,578.24,296
IP00529,SUP0029,SC-000529,consumables,594.50,384
IP00530,SUP0030,SC-000530,spares,53.64,494
IP00531,SUP0031,SC-000531,components,261.96,381
IP00532,SUP0032,SC-000532,packaging,137.40,406
IP00533,SUP0033,SC-000533,finished_goods,422.32,261
IP00534,SUP0034,SC-000534,consumables,8.60,333
IP00535,SUP0035,SC-000535,spares,570.99,445
IP00536,SUP0036,SC-000536,components,209.24,363
IP00537,SUP0037,SC-000537,packaging,365.93,216
IP00538,SUP0038,SC-000538,finished_goods,526.73,461
IP00539,SUP0039,SC-000539,consumables,192.68,82
IP00540,SUP0040,SC-000540,spares,739.02,113
IP00541,SUP0041,SC-000541,components,26.02,269
IP00542,SUP0042,SC-000542,packaging,98.59,63
IP00543,SUP0043,SC-000543,finished_goods,673.54,491
IP00544,SUP0044,SC-000544,consumables,232.71,418
IP00545,SUP0045,SC-000545,spares,385.18,80
IP00546,SUP0046,SC-000546,components,742.21,151
IP00547,SUP0047,SC-000547,packaging,455.04,247
IP00548,SUP0048,SC-000548,finished_goods,826.42,210
IP00549,SUP0049,SC-000549,consumables,619.88,228
IP00550,SUP0050,SC-000550,spares,793.52,473
IP00551,SUP0051,SC-000551,components,274.83,107
IP00552,SUP0052,SC-000552,packaging,494.75,198
IP00553,SUP0053,SC-000553,finished_goods,401.45,363
IP00554,SUP0054,SC-000554,consumables,106.13,327
IP00555,SUP0055,SC-000555,spares,474.80,169
IP00556,SUP0056,SC-000556,components,717.81,336
IP00557,SUP0057,SC-000557,packaging,75.22,475
IP00558,SUP0058,SC-000558,finished_goods,619.32,425
IP00559,SUP0059,SC-000559,consumables,3.43,451
IP00560,SUP0060,SC-000560,spares,192.32,461
IP00561,SUP0061,SC-000561,components,157.42,396
IP00562,SUP0062,SC-000562,packaging,609.06,171
IP00563,SUP0063,SC-000563,finished_goods,543.30,403
IP00564,SUP0064,SC-000564,consumables,271.81,227
IP00565,SUP0065,SC-000565,spares,164.02,198
IP00566,SUP0066,SC-000566,components,378.85,472
IP00567,SUP0067,SC-000567,packaging,322.98,61
IP00568,SUP0068,SC-000568,finished_goods,303.85,370
IP00569,SUP0069,SC-000569,consumables,98.28,237
IP00570,SUP0070,SC-000570,spares,39.93,68
IP00571,SUP0071,SC-000571,components,629.58,284
IP00572,SUP0072,SC-000572,packaging,789.39,365
IP00573,SUP0073,SC-000573,finished_goods,430.64,415
IP00574,SUP0074,SC-000574,consumables,499.06,135
IP00575,SUP0075,SC-000575,spares,505.85,56
IP00576,SUP0076,SC-000576,components,36.48,116
IP00577,SUP0077,SC-000577,packaging,69.57,173
IP00578,SUP0078,SC-000578,finished_goods,656.69,196
IP00579,SUP0079,SC-000579,consumables,73.73,142
IP00580,SUP0080,SC-000580,spares,573.28,481
IP00581,SUP0081,SC-000581,components,656.71,446
IP00582,SUP0082,SC-000582,packaging,267.02,229
IP00583,SUP0083,SC-000583,finished_goods,516.16,230
IP00584,SUP0084,SC-000584,consumables,172.19,374
IP00585,SUP0085,SC-000585,spares,492.44,394
IP00586,SUP0086,SC-000586,components,11.32,80
IP00587,SUP0087,SC-000587,packaging,418.22,260
IP00588,SUP0088,SC-000588,finished_goods,142.73,332
IP00589,SUP0089,SC-000589,consumables,107.24,143
IP00590,SUP0090,SC-000590,spares,14.71,234
IP00591,SUP0091,SC-000591,components,708.47,119
IP00592,SUP0092,SC-000592,packaging,521.90,426
IP00593,SUP0093,SC-000593,finished_goods,557.70,147
IP00594,SUP0094,SC-000594,consumables,103.11,116
IP00595,SUP0095,SC-000595,spares,396.00,39
IP00596,SUP0096,SC-000596,components,660.81,132
IP00597,SUP0097,SC-000597,packaging,206.87,335
IP00598,SUP0098,SC-000598,finished_goods,116.65,260
IP00599,SUP0099,SC-000599,consumables,555.49,226
IP00600,SUP0100,SC-000600,spares,297.25,416
IP00601,SUP0101,SC-000601,components,815.16,113
IP00602,SUP0102,SC-000602,packaging,410.41,298
IP00603,SUP0103,SC-000603,finished_goods,168.79,288
IP00604,SUP0104,SC-000604,consumables,508.47,295
IP00605,SUP0105,SC-000605,spares,746.21,349
IP00606,SUP0106,SC-000606,components,780.01,91
IP00607,SUP0107,SC-000607,packaging,783.88,164
IP00608,SUP0108,SC-000608,finished_goods,4.44,71
IP00609,SUP0109,SC-000609,consumables,785.79,464
IP00610,SUP0110,SC-000610,spares,263.73,487
IP00611,SUP0111,SC-000611,components,524.55,299
IP00612,SUP0112,SC-000612,packaging,659.43,416
IP00613,SUP0113,SC-000613,finished_goods,33.23,58
IP00614,SUP0114,SC-000614,consumables,10.43,263
IP00615,SUP0115,SC-000615,spares,330.64,459
IP00616,SUP0116,SC-000616,components,533.85,421
IP00617,SUP0117,SC-000617,packaging,112.98,390
IP00618,SUP0118,SC-000618,finished_goods,230.63,226
IP00619,SUP0119,SC-000619,consumables,359.62,150
IP00620,SUP0120,SC-000620,spares,776.11,102
IP00621,SUP0121,SC-000621,components,448.78,137
IP00622,SUP0122,SC-000622,packaging,98.26,96
IP00623,SUP0123,SC-000623,finished_goods,391.02,45
IP00624,SUP0124,SC-000624,consumables,483.04,127
IP00625,SUP0125,SC-000625,spares,29.04,385
IP00626,SUP0126,SC-000626,components,575.95,150
IP00627,SUP0127,SC-000627,packaging,709.39,178
IP00628,SUP0128,SC-000628,finished_goods,651.30,495
IP00629,SUP0129,SC-000629,consumables,506.93,315
IP00630,SUP0130,SC-000630,spares,686.00,26
IP00631,SUP0131,SC-000631,components,37.83,396
IP00632,SUP0132,SC-000632,packaging,550.64,163
IP00633,SUP0133,SC-000633,finished_goods,701.15,57
IP00634,SUP0134,SC-000634,consumables,437.32,208
IP00635,SUP0135,SC-000635,spares,13.32,297
IP00636,SUP0136,SC-000636,components,580.06,265
IP00637,SUP0137,SC-000637,packaging,562.19,84
IP00638,SUP0138,SC-000638,finished_goods,301.72,474
IP00639,SUP0139,SC-000639,consumables,99.70,319
IP00640,SUP0140,SC-000640,spares,728.39,384
IP00641,SUP0141,SC-000641,components,126.12,203
IP00642,SUP0142,SC-000642,packaging,583.71,182
IP00643,SUP0143,SC-000643,finished_goods,206.07,125
IP00644,SUP0144,SC-000644,consumables,44.95,346
IP00645,SUP0145,SC-000645,spares,582.43,364
IP00646,SUP0146,SC-000646,components,601.00,259
IP00647,SUP0147,SC-000647,packaging,448.92,106
IP00648,SUP0148,SC-000648,finished_goods,96.65,259
IP00649,SUP0149,SC-000649,consumables,330.52,426
IP00650,SUP0150,SC-000650,spares,164.04,408
IP00651,SUP0151,SC-000651,components,780.80,27
IP00652,SUP0152,SC-000652,packaging,739.85,63
IP00653,SUP0153,SC-000653,finished_goods,647.23,220
IP00654,SUP0154,SC-000654,consumables,37.03,376
IP00655,SUP0155,SC-000655,spares,814.65,203
IP00656,SUP0156,SC-000656,components,123.68,354
IP00657,SUP0157,SC-000657,packaging,390.83,339
IP00658,SUP0158,SC-000658,finished_goods,300.81,62
IP00659,SUP0159,SC-000659,consumables,70.99,389
IP00660,SUP0160,SC-000660,spares,29.82,409
IP00661,SUP0161,SC-000661,components,444.73,301
IP00662,SUP0162,SC-000662,packaging,415.03,349
IP00663,SUP0163,SC-000663,finished_goods,283.79,255
IP00664,SUP0164,SC-000664,consumables,125.02,35
IP00665,SUP0165,SC-000665,spares,764.56,30
IP00666,SUP0166,SC-000666,components,323.93,310
IP00667,SUP0167,SC-000667,packaging,403.95,376
IP00668,SUP0168,SC-000668,finished_goods,609.76,394
IP00669,SUP0169,SC-000669,consumables,537.76,323
IP00670,SUP0170,SC-000670,spares,34.29,341
IP00671,SUP0171,SC-000671,components,479.68,116
IP00672,SUP0172,SC-000672,packaging,265.97,220
IP00673,SUP0173,SC-000673,finished_goods,747.92,203
IP00674,SUP0174,SC-000674,consumables,207.29,212
IP00675,SUP0175,SC-000675,spares,403.16,32
IP00676,SUP0176,SC-000676,components,70.39,160
IP00677,SUP0177,SC-000677,packaging,181.98,449
IP00678,SUP0178,SC-000678,finished_goods,180.18,169
IP00679,SUP0179,SC-000679,consumables,612.04,462
IP00680,SUP0180,SC-000680,spares,652.92,250
IP00681,SUP0181,SC-000681,components,647.28,35
IP00682,SUP0182,SC-000682,packaging,748.53,86
IP00683,SUP0183,SC-000683,finished_goods,400.63,164
IP00684,SUP0184,SC-000684,consumables,231.00,428
IP00685,SUP0185,SC-000685,spares,596.05,412
IP00686,SUP0186,SC-000686,components,455.57,218
IP00687,SUP0187,SC-000687,packaging,468.32,68
IP00688,SUP0188,SC-000688,finished_goods,553.62,357
IP00689,SUP0189,SC-000689,consumables,672.54,27
IP00690,SUP0190,SC-000690,spares,654.60,159
IP00691,SUP0191,SC-000691,components,10.54,237
IP00692,SUP0192,SC-000692,packaging,846.23,440
IP00693,SUP0193,SC-000693,finished_goods,85.13,251
IP00694,SUP0194,SC-000694,consumables,105.64,302
IP00695,SUP0195,SC-000695,spares,570.50,174
IP00696,SUP0196,SC-000696,components,273.81,499
IP00697,SUP0197,SC-000697,packaging,184.39,485
IP00698,SUP0198,SC-000698,finished_goods,392.13,179
IP00699,SUP0199,SC-000699,consumables,411.03,307
IP00700,SUP0200,SC-000700,spares,666.86,342
IP00701,SUP0201,SC-000701,components,434.75,197
IP00702,SUP0202,SC-000702,packaging,784.82,77
IP00703,SUP0203,SC-000703,finished_goods,755.70,86
IP00704,SUP0204,SC-000704,consumables,720.98,344
IP00705,SUP0205,SC-000705,spares,259.40,305
IP00706,SUP0206,SC-000706,components,753.05,71
IP00707,SUP0207,SC-000707,packaging,393.51,42
IP00708,SUP0208,SC-000708,finished_goods,563.42,198
IP00709,SUP0209,SC-000709,consumables,347.59,199
IP00710,SUP0210,SC-000710,spares,159.39,316
IP00711,SUP0211,SC-000711,components,398.03,179
IP00712,SUP0212,SC-000712,packaging,563.06,439
IP00713,SUP0213,SC-000713,finished_goods,714.56,411
IP00714,SUP0214,SC-000714,consumables,622.05,395
IP00715,SUP0215,SC-000715,spares,340.00,483
IP00716,SUP0216,SC-000716,components,177.68,374
IP00717,SUP0217,SC-000717,packaging,386.94,83
IP00718,SUP0218,SC-000718,finished_goods,31.67,484
IP00719,SUP0219,SC-000719,consumables,399.92,48
IP00720,SUP0220,SC-000720,spares,369.30,26
IP00721,SUP0221,SC-000721,components,775.43,289
IP00722,SUP0222,SC-000722,packaging,390.25,126
IP00723,SUP0223,SC-000723,finished_goods,519.43,350
IP00724,SUP0224,SC-000724,consumables,332.55,111
IP00725,SUP0225,SC-000725,spares,649.04,274
IP00726,SUP0226,SC-000726,components,32.40,35
IP00727,SUP0227,SC-000727,packaging,331.13,46
IP00728,SUP0228,SC-000728,finished_goods,546.27,219
IP00729,SUP0229,SC-000729,consumables,132.51,133
IP00730,SUP0230,SC-000730,spares,823.64,282
IP00731,SUP0231,SC-000731,components,480.69,141
IP00732,SUP0232,SC-000732,packaging,484.87,438
IP00733,SUP0233,SC-000733,finished_goods,468.79,342
IP00734,SUP0234,SC-000734,consumables,796.08,328
IP00735,SUP0235,SC-000735,spares,501.59,281
IP00736,SUP0236,SC-000736,components,750.00,260
IP00737,SUP0237,SC-000737,packaging,176.15,239
IP00738,SUP0238,SC-000738,finished_goods,27.57,141
IP00739,SUP0239,SC-000739,consumables,41.28,489
IP00740,SUP0240,SC-000740,spares,89.42,461
IP00741,SUP0241,SC-000741,components,9.20,120
IP00742,SUP0242,SC-000742,packaging,845.69,138
IP00743,SUP0243,SC-000743,finished_goods,678.23,228
IP00744,SUP0244,SC-000744,consumables,305.96,379
IP00745,SUP0245,SC-000745,spares,606.08,383
IP00746,SUP0246,SC-000746,components,121.80,144
IP00747,SUP0247,SC-000747,packaging,711.78,210
IP00748,SUP0248,SC-000748,finished_goods,232.48,252
IP00749,SUP0249,SC-000749,consumables,733.45,129
IP00750,SUP0250,SC-000750,spares,788.43,277
IP00751,SUP0001,SC-000751,components,233.93,387
IP00752,SUP0002,SC-000752,packaging,400.43,484
IP00753,SUP0003,SC-000753,finished_goods,563.69,329
IP00754,SUP0004,SC-000754,consumables,784.06,456
IP00755,SUP0005,SC-000755,spares,283.70,298
IP00756,SUP0006,SC-000756,components,138.29,193
IP00757,SUP0007,SC-000757,packaging,232.94,402
IP00758,SUP0008,SC-000758,finished_goods,43.06,208
IP00759,SUP0009,SC-000759,consumables,656.03,66
IP00760,SUP0010,SC-000760,spares,763.75,315
IP00761,SUP0011,SC-000761,components,750.39,371
IP00762,SUP0012,SC-000762,packaging,679.18,196
IP00763,SUP0013,SC-000763,finished_goods,812.93,459
IP00764,SUP0014,SC-000764,consumables,94.87,477
IP00765,SUP0015,SC-000765,spares,507.36,39
IP00766,SUP0016,SC-000766,components,153.87,25
IP00767,SUP0017,SC-000767,packaging,783.10,396
IP00768,SUP0018,SC-000768,finished_goods,806.03,133
IP00769,SUP0019,SC-000769,consumables,718.02,51
IP00770,SUP0020,SC-000770,spares,669.41,475
IP00771,SUP0021,SC-000771,components,481.37,476
IP00772,SUP0022,SC-000772,packaging,581.83,55
IP00773,SUP0023,SC-000773,finished_goods,702.46,111
IP00774,SUP0024,SC-000774,consumables,211.58,364
IP00775,SUP0025,SC-000775,spares,706.60,154
IP00776,SUP0026,SC-000776,components,384.64,364
IP00777,SUP0027,SC-000777,packaging,157.65,101
IP00778,SUP0028,SC-000778,finished_goods,374.22,422
IP00779,SUP0029,SC-000779,consumables,461.68,250
IP00780,SUP0030,SC-000780,spares,218.60,97
IP00781,SUP0031,SC-000781,components,257.97,124
IP00782,SUP0032,SC-000782,packaging,244.30,462
IP00783,SUP0033,SC-000783,finished_goods,671.45,187
IP00784,SUP0034,SC-000784,consumables,72.44,318
IP00785,SUP0035,SC-000785,spares,197.29,119
IP00786,SUP0036,SC-000786,components,647.65,274
IP00787,SUP0037,SC-000787,packaging,123.91,42
IP00788,SUP0038,SC-000788,finished_goods,427.42,296
IP00789,SUP0039,SC-000789,consumables,554.60,122
IP00790,SUP0040,SC-000790,spares,49.74,218
IP00791,SUP0041,SC-000791,components,334.56,176
IP00792,SUP0042,SC-000792,packaging,204.75,43
IP00793,SUP0043,SC-000793,finished_goods,394.88,275
IP00794,SUP0044,SC-000794,consumables,422.76,332
IP00795,SUP0045,SC-000795,spares,355.78,363
IP00796,SUP0046,SC-000796,components,313.44,333
IP00797,SUP0047,SC-000797,packaging,412.70,61
IP00798,SUP0048,SC-000798,finished_goods,635.73,398
IP00799,SUP0049,SC-000799,consumables,370.69,448
IP00800,SUP0050,SC-000800,spares,721.92,482
IP00801,SUP0051,SC-000801,components,216.98,292
IP00802,SUP0052,SC-000802,packaging,459.43,147
IP00803,SUP0053,SC-000803,finished_goods,460.84,28
IP00804,SUP0054,SC-000804,consumables,125.29,423
IP00805,SUP0055,SC-000805,spares,111.75,488
IP00806,SUP0056,SC-000806,components,678.28,300
IP00807,SUP0057,SC-000807,packaging,109.43,162
IP00808,SUP0058,SC-000808,finished_goods,699.68,51
IP00809,SUP0059,SC-000809,consumables,25.77,163
IP00810,SUP0060,SC-000810,spares,42.12,126
IP00811,SUP0061,SC-000811,components,669.56,276
IP00812,SUP0062,SC-000812,packaging,460.85,32
IP00813,SUP0063,SC-000813,finished_goods,364.58,25
IP00814,SUP0064,SC-000814,consumables,760.91,47
IP00815,SUP0065,SC-000815,spares,735.66,467
IP00816,SUP0066,SC-000816,components,834.57,265
IP00817,SUP0067,SC-000817,packaging,145.22,46
IP00818,SUP0068,SC-000818,finished_goods,28.51,382
IP00819,SUP0069,SC-000819,consumables,826.13,147
IP00820,SUP0070,SC-000820,spares,270.33,380
IP00821,SUP0071,SC-000821,components,658.27,56
IP00822,SUP0072,SC-000822,packaging,486.93,225
IP00823,SUP0073,SC-000823,finished_goods,199.50,72
IP00824,SUP0074,SC-000824,consumables,617.96,438
IP00825,SUP0075,SC-000825,spares,495.75,436
IP00826,SUP0076,SC-000826,components,731.04,278
IP00827,SUP0077,SC-000827,packaging,523.41,178
IP00828,SUP0078,SC-000828,finished_goods,692.79,451
IP00829,SUP0079,SC-000829,consumables,587.36,77
IP00830,SUP0080,SC-000830,spares,440.38,155
IP00831,SUP0081,SC-000831,components,76.35,174
IP00832,SUP0082,SC-000832,packaging,78.74,300
IP00833,SUP0083,SC-000833,finished_goods,189.79,184
IP00834,SUP0084,SC-000834,consumables,659.64,313
IP00835,SUP0085,SC-000835,spares,111.08,467
IP00836,SUP0086,SC-000836,components,186.20,170
IP00837,SUP0087,SC-000837,packaging,651.23,121
IP00838,SUP0088,SC-000838,finished_goods,665.69,262
IP00839,SUP0089,SC-000839,consumables,390.20,88
IP00840,SUP0090,SC-000840,spares,498.14,418
IP00841,SUP0091,SC-000841,components,58.52,144
IP00842,SUP0092,SC-000842,packaging,603.49,84
IP00843,SUP0093,SC-000843,finished_goods,433.00,146
IP00844,SUP0094,SC-000844,consumables,176.21,281
IP00845,SUP0095,SC-000845,spares,389.00,422
IP00846,SUP0096,SC-000846,components,741.35,163
IP00847,SUP0097,SC-000847,packaging,13.80,376
IP00848,SUP0098,SC-000848,finished_goods,101.73,223
IP00849,SUP0099,SC-000849,consumables,827.13,106
IP00850,SUP0100,SC-000850,spares,793.22,318
IP00851,SUP0101,SC-000851,components,781.77,266
IP00852,SUP0102,SC-000852,packaging,224.62,368
IP00853,SUP0103,SC-000853,finished_goods,567.70,330
IP00854,SUP0104,SC-000854,consumables,222.29,439
IP00855,SUP0105,SC-000855,spares,588.44,243
IP00856,SUP0106,SC-000856,components,312.19,305
IP00857,SUP0107,SC-000857,packaging,647.20,246
IP00858,SUP0108,SC-000858,finished_goods,578.09,267
IP00859,SUP0109,SC-000859,consumables,194.44,267
IP00860,SUP0110,SC-000860,spares,800.07,403
IP00861,SUP0111,SC-000861,components,775.83,93
IP00862,SUP0112,SC-000862,packaging,331.16,198
IP00863,SUP0113,SC-000863,finished_goods,838.84,154
IP00864,SUP0114,SC-000864,consumables,426.32,408
IP00865,SUP0115,SC-000865,spares,166.27,206
IP00866,SUP0116,SC-000866,components,359.12,79
IP00867,SUP0117,SC-000867,packaging,529.85,27
IP00868,SUP0118,SC-000868,finished_goods,461.08,133
IP00869,SUP0119,SC-000869,consumables,314.21,190
IP00870,SUP0120,SC-000870,spares,572.02,374
IP00871,SUP0121,SC-000871,components,402.12,255
IP00872,SUP0122,SC-000872,packaging,441.40,423
IP00873,SUP0123,SC-000873,finished_goods,293.03,171
IP00874,SUP0124,SC-000874,consumables,196.34,240
IP00875,SUP0125,SC-000875,spares,356.87,98
IP00876,SUP0126,SC-000876,components,520.89,315
IP00877,SUP0127,SC-000877,packaging,14.53,194
IP00878,SUP0128,SC-000878,finished_goods,260.20,37
IP00879,SUP0129,SC-000879,consumables,686.19,184
IP00880,SUP0130,SC-000880,spares,762.98,104
IP00881,SUP0131,SC-000881,components,135.00,267
IP00882,SUP0132,SC-000882,packaging,20.42,392
IP00883,SUP0133,SC-000883,finished_goods,131.23,96
IP00884,SUP0134,SC-000884,consumables,167.93,384
IP00885,SUP0135,SC-000885,spares,662.70,271
IP00886,SUP0136,SC-000886,components,34.42,195
IP00887,SUP0137,SC-000887,packaging,529.64,417
IP00888,SUP0138,SC-000888,finished_goods,330.32,443
IP00889,SUP0139,SC-000889,consumables,66.38,440
IP00890,SUP0140,SC-000890,spares,603.56,72
IP00891,SUP0141,SC-000891,components,827.86,248
IP00892,SUP0142,SC-000892,packaging,643.67,377
IP00893,SUP0143,SC-000893,finished_goods,145.29,63
IP00894,SUP0144,SC-000894,consumables,766.72,152
IP00895,SUP0145,SC-000895,spares,413.91,142
IP00896,SUP0146,SC-000896,components,304.17,105
IP00897,SUP0147,SC-000897,packaging,830.30,264
IP00898,SUP0148,SC-000898,finished_goods,530.17,437
IP00899,SUP0149,SC-000899,consumables,141.79,372
IP00900,SUP0150,SC-000900,spares,665.96,324
IP00901,SUP0151,SC-000901,components,805.07,458
IP00902,SUP0152,SC-000902,packaging,182.87,440
IP00903,SUP0153,SC-000903,finished_goods,41.40,305
IP00904,SUP0154,SC-000904,consumables,249.31,316
IP00905,SUP0155,SC-000905,spares,78.92,166
IP00906,SUP0156,SC-000906,components,841.76,135
IP00907,SUP0157,SC-000907,packaging,25.05,108
IP00908,SUP0158,SC-000908,finished_goods,478.24,175
IP00909,SUP0159,SC-000909,consumables,269.73,227
IP00910,SUP0160,SC-000910,spares,828.76,424
IP00911,SUP0161,SC-000911,components,155.87,197
IP00912,SUP0162,SC-000912,packaging,756.66,374
IP00913,SUP0163,SC-000913,finished_goods,297.37,356
IP00914,SUP0164,SC-000914,consumables,786.55,198
IP00915,SUP0165,SC-000915,spares,547.44,317
IP00916,SUP0166,SC-000916,components,788.87,254
IP00917,SUP0167,SC-000917,packaging,791.66,282
IP00918,SUP0168,SC-000918,finished_goods,785.37,414
IP00919,SUP0169,SC-000919,consumables,389.43,32
IP00920,SUP0170,SC-000920,spares,337.69,178
IP00921,SUP0171,SC-000921,components,240.13,417
IP00922,SUP0172,SC-000922,packaging,814.56,115
IP00923,SUP0173,SC-000923,finished_goods,537.54,452
IP00924,SUP0174,SC-000924,consumables,211.72,196
IP00925,SUP0175,SC-000925,spares,61.47,453
IP00926,SUP0176,SC-000926,components,110.05,156
IP00927,SUP0177,SC-000927,packaging,253.02,341
IP00928,SUP0178,SC-000928,finished_goods,87.12,232
IP00929,SUP0179,SC-000929,consumables,314.07,379
IP00930,SUP0180,SC-000930,spares,726.22,178
IP00931,SUP0181,SC-000931,components,413.07,294
IP00932,SUP0182,SC-000932,packaging,644.92,349
IP00933,SUP0183,SC-000933,finished_goods,35.58,421
IP00934,SUP0184,SC-000934,consumables,302.04,55
IP00935,SUP0185,SC-000935,spares,617.55,113
IP00936,SUP0186,SC-000936,components,507.36,96
IP00937,SUP0187,SC-000937,packaging,168.51,342
IP00938,SUP0188,SC-000938,finished_goods,443.74,45
IP00939,SUP0189,SC-000939,consumables,384.13,232
IP00940,SUP0190,SC-000940,spares,808.14,297
IP00941,SUP0191,SC-000941,components,829.00,394
IP00942,SUP0192,SC-000942,packaging,651.49,75
IP00943,SUP0193,SC-000943,finished_goods,760.39,352
IP00944,SUP0194,SC-000944,consumables,696.78,485
IP00945,SUP0195,SC-000945,spares,485.59,247
IP00946,SUP0196,SC-000946,components,114.67,429
IP00947,SUP0197,SC-000947,packaging,64.07,450
IP00948,SUP0198,SC-000948,finished_goods,136.74,199
IP00949,SUP0199,SC-000949,consumables,762.96,311
IP00950,SUP0200,SC-000950,spares,584.50,43
IP00951,SUP0201,SC-000951,components,542.08,471
IP00952,SUP0202,SC-000952,packaging,602.16,274
IP00953,SUP0203,SC-000953,finished_goods,342.19,211
IP00954,SUP0204,SC-000954,consumables,560.95,268
IP00955,SUP0205,SC-000955,spares,516.21,461
IP00956,SUP0206,SC-000956,components,226.47,169
IP00957,SUP0207,SC-000957,packaging,3.27,190
IP00958,SUP0208,SC-000958,finished_goods,27.82,126
IP00959,SUP0209,SC-000959,consumables,31.52,67
IP00960,SUP0210,SC-000960,spares,842.26,190
IP00961,SUP0211,SC-000961,components,324.14,397
IP00962,SUP0212,SC-000962,packaging,131.68,434
IP00963,SUP0213,SC-000963,finished_goods,188.95,272
IP00964,SUP0214,SC-000964,consumables,241.67,88
IP00965,SUP0215,SC-000965,spares,30.97,122
IP00966,SUP0216,SC-000966,components,327.19,233
IP00967,SUP0217,SC-000967,packaging,798.77,485
IP00968,SUP0218,SC-000968,finished_goods,312.77,480
IP00969,SUP0219,SC-000969,consumables,273.20,34
IP00970,SUP0220,SC-000970,spares,764.73,451
IP00971,SUP0221,SC-000971,components,260.68,216
IP00972,SUP0222,SC-000972,packaging,423.24,189
IP00973,SUP0223,SC-000973,finished_goods,41.22,305
IP00974,SUP0224,SC-000974,consumables,770.41,380
IP00975,SUP0225,SC-000975,spares,62.70,374
IP00976,SUP0226,SC-000976,components,387.08,361
IP00977,SUP0227,SC-000977,packaging,40.13,143
IP00978,SUP0228,SC-000978,finished_goods,763.13,449
IP00979,SUP0229,SC-000979,consumables,533.42,264
IP00980,SUP0230,SC-000980,spares,212.01,401
IP00981,SUP0231,SC-000981,components,399.97,223
IP00982,SUP0232,SC-000982,packaging,46.52,499
IP00983,SUP0233,SC-000983,finished_goods,154.89,296
IP00984,SUP0234,SC-000984,consumables,298.17,175
IP00985,SUP0235,SC-000985,spares,672.95,160
IP00986,SUP0236,SC-000986,components,133.66,202
IP00987,SUP0237,SC-000987,packaging,111.86,266
IP00988,SUP0238,SC-000988,finished_goods,611.68,350
IP00989,SUP0239,SC-000989,consumables,833.29,451
IP00990,SUP0240,SC-000990,spares,459.14,417
IP00991,SUP0241,SC-000991,components,795.85,378
IP00992,SUP0242,SC-000992,packaging,222.19,307
IP00993,SUP0243,SC-000993,finished_goods,220.64,352
IP00994,SUP0244,SC-000994,consumables,384.62,480
IP00995,SUP0245,SC-000995,spares,411.20,212
IP00996,SUP0246,SC-000996,components,761.64,460
IP00997,SUP0247,SC-000997,packaging,796.41,379
IP00998,SUP0248,SC-000998,finished_goods,704.05,369
IP00999,SUP0249,SC-000999,consumables,4.31,423
IP01000,SUP0250,SC-001000,spares,51.24,471
IP01001,SUP0001,SC-001001,components,709.90,139
IP01002,SUP0002,SC-001002,packaging,214.48,180
IP01003,SUP0003,SC-001003,finished_goods,58.34,367
IP01004,SUP0004,SC-001004,consumables,674.38,422
IP01005,SUP0005,SC-001005,spares,429.50,164
IP01006,SUP0006,SC-001006,components,420.61,424
IP01007,SUP0007,SC-001007,packaging,623.85,484
IP01008,SUP0008,SC-001008,finished_goods,846.47,272
IP01009,SUP0009,SC-001009,consumables,739.61,63
IP01010,SUP0010,SC-001010,spares,262.27,294
IP01011,SUP0011,SC-001011,components,89.92,344
IP01012,SUP0012,SC-001012,packaging,23.51,417
IP01013,SUP0013,SC-001013,finished_goods,77.25,215
IP01014,SUP0014,SC-001014,consumables,411.37,231
IP01015,SUP0015,SC-001015,spares,291.27,342
IP01016,SUP0016,SC-001016,components,245.65,214
IP01017,SUP0017,SC-001017,packaging,618.68,235
IP01018,SUP0018,SC-001018,finished_goods,232.86,225
IP01019,SUP0019,SC-001019,consumables,715.12,111
IP01020,SUP0020,SC-001020,spares,217.20,60
IP01021,SUP0021,SC-001021,components,679.40,136
IP01022,SUP0022,SC-001022,packaging,92.42,435
IP01023,SUP0023,SC-001023,finished_goods,746.64,241
IP01024,SUP0024,SC-001024,consumables,503.65,262
IP01025,SUP0025,SC-001025,spares,301.02,283
IP01026,SUP0026,SC-001026,components,346.55,468
IP01027,SUP0027,SC-001027,packaging,723.85,377
IP01028,SUP0028,SC-001028,finished_goods,494.57,242
IP01029,SUP0029,SC-001029,consumables,90.63,260
IP01030,SUP0030,SC-001030,spares,97.23,50
IP01031,SUP0031,SC-001031,components,843.64,357
IP01032,SUP0032,SC-001032,packaging,716.16,229
IP01033,SUP0033,SC-001033,finished_goods,118.61,105
IP01034,SUP0034,SC-001034,consumables,632.97,260
IP01035,SUP0035,SC-001035,spares,555.63,190
IP01036,SUP0036,SC-001036,components,210.78,394
IP01037,SUP0037,SC-001037,packaging,11.57,51
IP01038,SUP0038,SC-001038,finished_goods,777.46,410
IP01039,SUP0039,SC-001039,consumables,316.20,99
IP01040,SUP0040,SC-001040,spares,219.15,354
IP01041,SUP0041,SC-001041,components,784.36,302
