movement_id,product_id,warehouse_id,movement_at,movement_type,quantity_change,purchase_order_line_id,transfer_id
M00030794,IP01145,W001,2023-02-28,receipt,128,POL0032385,
M00030795,IP02145,W001,2023-02-28,receipt,598,POL0032386,
M00030796,IP01895,W001,2023-02-28,receipt,65,POL0032387,
M00030797,IP01645,W001,2023-02-28,receipt,355,POL0032388,
M00030798,IP00645,W001,2023-02-28,receipt,290,POL0032389,
M00030799,IP01907,W010,2025-12-31,receipt,402,POL0032390,
M00030800,IP01157,W010,2025-12-31,receipt,598,POL0032391,
M00030801,IP02157,W010,2025-12-31,receipt,553,POL0032392,
M00030802,IP00907,W010,2025-12-31,receipt,279,POL0032393,
M00030803,IP01657,W010,2025-12-31,receipt,120,POL0032394,
M00030804,IP02063,W011,2023-02-26,receipt,411,POL0032395,
M00030805,IP02313,W011,2023-02-26,receipt,176,POL0032396,
M00030806,IP00313,W011,2023-02-26,receipt,141,POL0032397,
M00030807,IP01315,W004,2024-10-26,receipt,25,POL0032398,
M00030808,IP02315,W004,2024-10-26,receipt,118,POL0032399,
M00030809,IP01065,W004,2024-10-26,receipt,254,POL0032400,
M00030810,IP00815,W004,2024-10-26,receipt,336,POL0032401,
M00030811,IP01621,W012,2024-07-30,receipt,74,POL0032402,
M00030812,IP00121,W012,2024-07-30,receipt,50,POL0032403,
M00030813,IP00245,W012,2024-04-09,receipt,176,POL0032404,
M00030814,IP00995,W012,2024-04-09,receipt,326,POL0032405,
M00030815,IP00745,W012,2024-04-09,receipt,394,POL0032406,
M00030816,IP02495,W012,2024-04-09,receipt,87,POL0032407,
M00030817,IP01063,W001,2025-04-14,receipt,327,POL0032408,
M00030818,IP00063,W001,2025-04-14,receipt,263,POL0032409,
M00030819,IP00813,W001,2025-04-14,receipt,25,POL0032410,
M00030820,IP00563,W001,2025-04-14,receipt,420,POL0032411,
M00030821,IP01563,W001,2025-04-14,receipt,546,POL0032412,
M00030822,IP01885,W001,2024-02-22,receipt,552,POL0032415,
M00030823,IP01635,W001,2024-02-22,receipt,250,POL0032416,
M00030824,IP00635,W001,2024-02-22,receipt,33,POL0032417,
M00030825,IP02135,W001,2024-02-22,receipt,319,POL0032418,
M00030826,IP02385,W001,2024-02-22,receipt,206,POL0032419,
M00030827,IP00163,W010,2023-12-16,receipt,363,POL0032420,
M00030828,IP01985,W001,2023-05-04,receipt,369,POL0032421,
M00030829,IP01606,W006,2025-09-18,receipt,452,POL0032422,
M00030830,IP01356,W006,2025-09-18,receipt,205,POL0032423,
M00030831,IP00856,W006,2025-09-18,receipt,502,POL0032424,
M00030832,IP02106,W006,2025-09-18,receipt,78,POL0032425,
M00030833,IP00356,W006,2025-09-18,receipt,457,POL0032426,
M00030834,IP02267,W004,2025-12-17,receipt,259,POL0032427,
M00030835,IP01517,W004,2025-12-17,receipt,120,POL0032428,
M00030836,IP01767,W004,2025-12-17,receipt,519,POL0032429,
M00030837,IP01267,W004,2025-12-17,receipt,287,POL0032430,
M00030838,IP02200,W008,2024-06-15,receipt,480,POL0032431,
M00030839,IP01950,W008,2024-06-15,receipt,307,POL0032432,
M00030840,IP01200,W008,2024-06-15,receipt,530,POL0032433,
M00030841,IP00450,W008,2024-06-15,receipt,220,POL0032434,
M00030842,IP02450,W008,2024-06-15,receipt,416,POL0032435,
M00030843,IP02185,W002,2023-02-09,receipt,303,POL0032436,
M00030844,IP00185,W002,2023-02-09,receipt,187,POL0032437,
M00030845,IP01185,W002,2023-02-09,receipt,169,POL0032438,
M00030846,IP00435,W002,2023-02-09,receipt,67,POL0032439,
M00030847,IP01935,W002,2023-02-09,receipt,281,POL0032440,
M00030848,IP00665,W006,2023-05-10,receipt,418,POL0032448,
M00030849,IP00915,W006,2023-05-10,receipt,154,POL0032449,
M00030850,IP00415,W006,2023-05-10,receipt,435,POL0032450,
M00030851,IP01165,W006,2023-05-10,receipt,127,POL0032451,
M00030852,IP01198,W001,2024-08-31,receipt,589,POL0032452,
M00030853,IP00948,W001,2024-08-31,receipt,119,POL0032453,
M00030854,IP01698,W001,2024-08-31,receipt,562,POL0032454,
M00030855,IP00198,W001,2024-08-31,receipt,529,POL0032455,
M00030856,IP02196,W001,2024-05-09,receipt,293,POL0032456,
M00030857,IP01696,W001,2024-05-09,receipt,266,POL0032457,
M00030858,IP00468,W001,2023-03-28,receipt,205,POL0032458,
M00030859,IP02468,W001,2023-03-28,receipt,32,POL0032459,
M00030860,IP01218,W001,2023-03-28,receipt,113,POL0032460,
M00030861,IP01468,W001,2023-03-28,receipt,495,POL0032461,
M00030862,IP01968,W001,2023-03-28,receipt,112,POL0032462,
M00030863,IP01764,W011,2024-05-23,receipt,539,POL0032463,
M00030864,IP00514,W011,2024-05-23,receipt,507,POL0032464,
M00030865,IP02014,W011,2024-05-23,receipt,301,POL0032465,
M00030866,IP00264,W011,2024-05-23,receipt,240,POL0032466,
M00030867,IP00709,W008,2024-09-29,receipt,472,POL0032467,
M00030868,IP00695,W010,2024-01-29,receipt,183,POL0032468,
M00030869,IP01195,W010,2024-01-29,receipt,25,POL0032469,
M00030870,IP01695,W010,2024-01-29,receipt,151,POL0032470,
M00030871,IP02445,W010,2024-01-29,receipt,44,POL0032471,
M00030872,IP00445,W010,2024-01-29,receipt,402,POL0032472,
M00030873,IP00338,W009,2025-02-09,receipt,461,POL0032478,
M00030874,IP00588,W009,2025-02-09,receipt,326,POL0032479,
M00030875,IP01088,W009,2025-02-09,receipt,178,POL0032480,
M00030876,IP02088,W009,2025-02-09,receipt,214,POL0032481,
M00030877,IP00685,W001,2024-08-08,receipt,491,POL0032487,
M00030878,IP00185,W001,2024-08-08,receipt,236,POL0032488,
M00030879,IP01685,W001,2024-08-08,receipt,261,POL0032489,
M00030880,IP01435,W001,2024-08-08,receipt,336,POL0032490,
M00030881,IP01364,W003,2023-05-12,receipt,109,POL0032491,
M00030882,IP01114,W003,2023-05-12,receipt,35,POL0032492,
M00030883,IP02364,W003,2023-05-12,receipt,262,POL0032493,
M00030884,IP01368,W008,2025-11-01,receipt,464,POL0032494,
M00030885,IP02413,W005,2024-04-10,receipt,531,POL0032495,
M00030886,IP00663,W005,2024-04-10,receipt,586,POL0032496,
M00030887,IP01163,W005,2024-04-10,receipt,353,POL0032497,
M00030888,IP00163,W005,2024-04-10,receipt,97,POL0032498,
M00030889,IP00913,W005,2024-04-10,receipt,101,POL0032499,
M00030890,IP00552,W008,2023-12-29,receipt,533,POL0032500,
M00030891,IP01802,W008,2023-12-29,receipt,402,POL0032501,
M00030892,IP00571,W008,2023-05-20,receipt,477,POL0032502,
M00030893,IP00071,W008,2023-05-20,receipt,131,POL0032503,
M00030894,IP01321,W008,2023-05-20,receipt,206,POL0032504,
M00030895,IP01116,W003,2024-07-17,receipt,437,POL0032505,
M00030896,IP00116,W003,2024-07-17,receipt,189,POL0032506,
M00030897,IP01866,W003,2024-07-17,receipt,68,POL0032507,
M00030898,IP00616,W003,2024-07-17,receipt,160,POL0032508,
M00030899,IP01437,W009,2024-02-17,receipt,438,POL0032509,
M00030900,IP01937,W009,2024-02-17,receipt,254,POL0032510,
M00030901,IP02187,W009,2024-02-17,receipt,335,POL0032511,
M00030902,IP02437,W009,2024-02-17,receipt,153,POL0032512,
M00030903,IP00687,W009,2024-02-17,receipt,600,POL0032513,
M00030904,IP00650,W005,2025-01-27,receipt,182,POL0032514,
M00030905,IP01900,W005,2025-01-27,receipt,123,POL0032515,
M00030906,IP00773,W010,2024-02-04,receipt,44,POL0032516,
M00030907,IP00523,W010,2024-02-04,receipt,363,POL0032517,
M00030908,IP01773,W010,2024-02-04,receipt,391,POL0032518,
M00030909,IP00273,W010,2024-02-04,receipt,424,POL0032519,
M00030910,IP02055,W010,2023-08-12,receipt,285,POL0032520,
M00030911,IP02305,W010,2023-08-12,receipt,108,POL0032521,
M00030912,IP00805,W010,2023-08-12,receipt,410,POL0032522,
M00030913,IP01555,W010,2023-08-12,receipt,582,POL0032523,
M00030914,IP01805,W010,2023-08-12,receipt,518,POL0032524,
M00030915,IP02385,W007,2023-03-26,receipt,541,POL0032525,
M00030916,IP01885,W007,2023-03-26,receipt,559,POL0032526,
M00030917,IP00385,W007,2023-03-26,receipt,123,POL0032527,
M00030918,IP00885,W007,2023-03-26,receipt,36,POL0032528,
M00030919,IP00367,W007,2023-01-22,receipt,99,POL0032529,
M00030920,IP00867,W007,2023-01-22,receipt,115,POL0032530,
M00030921,IP02117,W007,2023-01-22,receipt,526,POL0032531,
M00030922,IP01867,W007,2023-01-22,receipt,42,POL0032532,
M00030923,IP00175,W004,2023-02-15,receipt,594,POL0032533,
M00030924,IP01425,W004,2023-02-15,receipt,350,POL0032534,
M00030925,IP01675,W004,2023-02-15,receipt,308,POL0032535,
M00030926,IP00925,W004,2023-02-15,receipt,361,POL0032536,
M00030927,IP00425,W004,2023-02-15,receipt,541,POL0032537,
M00030928,IP01561,W008,2024-10-02,receipt,470,POL0032538,
M00030929,IP01744,W001,2024-12-17,receipt,460,POL0032539,
M00030930,IP01494,W001,2024-12-17,receipt,246,POL0032540,
M00030931,IP00994,W001,2024-12-17,receipt,203,POL0032541,
M00030932,IP00004,W012,2025-03-05,receipt,142,POL0032542,
M00030933,IP01254,W012,2025-03-05,receipt,175,POL0032543,
M00030934,IP00754,W012,2025-03-05,receipt,461,POL0032544,
M00030935,IP00504,W012,2025-03-05,receipt,428,POL0032545,
M00030936,IP02004,W012,2025-03-05,receipt,347,POL0032546,
M00030937,IP01057,W003,2024-04-12,receipt,176,POL0032547,
M00030938,IP01429,W011,2024-06-29,receipt,77,POL0032548,
M00030939,IP01129,W011,2023-12-26,receipt,147,POL0032549,
M00030940,IP00379,W011,2023-12-26,receipt,354,POL0032550,
M00030941,IP00629,W011,2023-12-26,receipt,328,POL0032551,
M00030942,IP01379,W011,2023-12-26,receipt,133,POL0032552,
M00030943,IP01845,W003,2023-04-12,receipt,111,POL0032553,
M00030944,IP02095,W003,2023-04-12,receipt,445,POL0032554,
M00030945,IP01767,W002,2023-12-25,receipt,470,POL0032555,
M00030946,IP00397,W011,2024-11-26,receipt,579,POL0032556,
M00030947,IP02147,W011,2024-11-26,receipt,462,POL0032557,
M00030948,IP00647,W011,2024-11-26,receipt,475,POL0032558,
M00030949,IP01147,W011,2024-11-26,receipt,200,POL0032559,
M00030950,IP02425,W008,2024-10-28,receipt,173,POL0032562,
M00030951,IP00675,W008,2024-10-28,receipt,266,POL0032563,
M00030952,IP00175,W008,2024-10-28,receipt,416,POL0032564,
M00030953,IP00425,W008,2024-10-28,receipt,214,POL0032565,
M00030954,IP01925,W008,2024-10-28,receipt,162,POL0032566,
M00030955,IP00772,W007,2025-08-07,receipt,570,POL0032567,
M00030956,IP01272,W007,2025-08-07,receipt,443,POL0032568,
M00030957,IP00522,W007,2025-08-07,receipt,82,POL0032569,
M00030958,IP01522,W007,2025-08-07,receipt,156,POL0032570,
M00030959,IP02022,W007,2025-08-07,receipt,127,POL0032571,
M00030960,IP01456,W002,2025-04-17,receipt,500,POL0032572,
M00030961,IP00706,W002,2025-04-17,receipt,124,POL0032573,
M00030962,IP02118,W010,2025-07-02,receipt,496,POL0032574,
M00030963,IP00368,W010,2025-07-02,receipt,415,POL0032575,
M00030964,IP00767,W006,2024-03-28,receipt,192,POL0032576,
M00030965,IP00017,W006,2024-03-28,receipt,274,POL0032577,
M00030966,IP01517,W006,2024-03-28,receipt,326,POL0032578,
M00030967,IP00283,W011,2024-09-25,receipt,474,POL0032579,
M00030968,IP01033,W011,2024-09-25,receipt,68,POL0032580,
M00030969,IP00533,W011,2024-09-25,receipt,101,POL0032581,
M00030970,IP02303,W011,2025-01-26,receipt,286,POL0032582,
M00030971,IP01053,W011,2025-01-26,receipt,84,POL0032583,
M00030972,IP00053,W011,2025-01-26,receipt,215,POL0032584,
M00030973,IP01553,W011,2025-01-26,receipt,110,POL0032585,
M00030974,IP02053,W011,2025-01-26,receipt,250,POL0032586,
M00030975,IP02443,W006,2023-04-06,receipt,427,POL0032587,
M00030976,IP01693,W006,2023-04-06,receipt,181,POL0032588,
M00030977,IP02232,W012,2024-04-03,receipt,441,POL0032589,
M00030978,IP01482,W012,2024-04-03,receipt,407,POL0032590,
M00030979,IP01944,W010,2024-08-15,receipt,187,POL0032591,
M00030980,IP01194,W010,2024-08-15,receipt,569,POL0032592,
M00030981,IP00694,W010,2024-08-15,receipt,228,POL0032593,
M00030982,IP00080,W005,2024-05-20,receipt,57,POL0032594,
M00030983,IP02330,W005,2024-05-20,receipt,362,POL0032595,
M00030984,IP01533,W002,2023-05-09,receipt,288,POL0032596,
M00030985,IP02019,W009,2024-09-09,receipt,560,POL0032597,
M00030986,IP00269,W009,2024-09-09,receipt,546,POL0032598,
M00030987,IP01269,W009,2024-09-09,receipt,494,POL0032599,
M00030988,IP00019,W009,2024-09-09,receipt,595,POL0032600,
M00030989,IP01681,W007,2025-01-25,receipt,109,POL0032604,
M00030990,IP01559,W008,2025-01-24,receipt,212,POL0032608,
M00030991,IP02208,W012,2025-09-13,receipt,394,POL0032609,
M00030992,IP01208,W012,2025-09-13,receipt,443,POL0032610,
M00030993,IP00044,W010,2025-07-19,receipt,585,POL0032611,
M00030994,IP00294,W010,2025-07-19,receipt,384,POL0032612,
M00030995,IP01794,W010,2025-07-19,receipt,595,POL0032613,
M00030996,IP01544,W010,2025-07-19,receipt,129,POL0032614,
M00030997,IP00871,W003,2023-03-05,receipt,8,POL0032615,
M00030998,IP01121,W003,2023-03-05,receipt,144,POL0032616,
M00030999,IP00570,W008,2025-04-03,receipt,197,POL0032617,
M00031000,IP01570,W008,2025-04-03,receipt,211,POL0032618,
M00031001,IP00820,W008,2025-04-03,receipt,143,POL0032619,
M00031002,IP00320,W008,2025-04-03,receipt,505,POL0032620,
M00031003,IP00070,W008,2025-04-03,receipt,510,POL0032621,
M00031004,IP01931,W011,2024-10-21,receipt,412,POL0032622,
M00031005,IP00931,W011,2024-10-21,receipt,37,POL0032623,
M00031006,IP00226,W009,2025-04-18,receipt,222,POL0032627,
M00031007,IP01768,W006,2024-05-24,receipt,372,POL0032628,
M00031008,IP00768,W006,2024-05-24,receipt,550,POL0032629,
M00031009,IP01018,W006,2024-05-24,receipt,513,POL0032630,
M00031010,IP00518,W006,2024-05-24,receipt,299,POL0032631,
M00031011,IP02268,W006,2024-05-24,receipt,348,POL0032632,
M00031012,IP02261,W001,2024-10-19,receipt,311,POL0032633,
M00031013,IP00511,W001,2024-10-19,receipt,233,POL0032634,
M00031014,IP01003,W005,2024-09-20,receipt,85,POL0032635,
M00031015,IP00503,W005,2024-09-20,receipt,76,POL0032636,
M00031016,IP01696,W009,2024-07-26,receipt,188,POL0032637,
M00031017,IP00222,W001,2024-08-07,receipt,397,POL0032638,
M00031018,IP02472,W001,2024-08-07,receipt,332,POL0032639,
M00031019,IP00352,W009,2024-05-11,receipt,220,POL0032640,
M00031020,IP01177,W008,2025-10-22,receipt,483,POL0032641,
M00031021,IP02427,W008,2025-10-22,receipt,380,POL0032642,
M00031022,IP00002,W010,2023-11-16,receipt,448,POL0032643,
M00031023,IP01636,W006,2023-09-07,receipt,408,POL0032644,
M00031024,IP01680,W011,2025-11-17,receipt,392,POL0032645,
M00031025,IP00680,W011,2025-11-17,receipt,584,POL0032646,
M00031026,IP00930,W011,2025-11-17,receipt,508,POL0032647,
M00031027,IP00180,W011,2025-11-17,receipt,599,POL0032648,
M00031028,IP01180,W011,2025-11-17,receipt,61,POL0032649,
M00031029,IP00457,W009,2025-09-05,receipt,382,POL0032650,
M00031030,IP00707,W009,2025-09-05,receipt,509,POL0032651,
M00031031,IP01126,W010,2024-07-30,receipt,420,POL0032652,
M00031032,IP00876,W010,2024-07-30,receipt,426,POL0032653,
M00031033,IP01351,W005,2024-01-27,receipt,285,POL0032654,
M00031034,IP00556,W008,2025-04-28,receipt,411,POL0032655,
M00031035,IP00056,W008,2025-04-28,receipt,508,POL0032656,
M00031036,IP01556,W008,2025-04-28,receipt,38,POL0032657,
M00031037,IP02056,W008,2025-04-28,receipt,330,POL0032658,
M00031038,IP01306,W008,2025-04-28,receipt,375,POL0032659,
M00031039,IP02051,W009,2023-04-24,receipt,434,POL0032660,
M00031040,IP00801,W009,2023-04-24,receipt,299,POL0032661,
M00031041,IP00051,W009,2023-04-24,receipt,84,POL0032662,
M00031042,IP00301,W009,2023-04-24,receipt,38,POL0032663,
M00031043,IP02301,W009,2023-04-24,receipt,122,POL0032664,
M00031044,IP00185,W012,2025-02-24,receipt,378,POL0032665,
M00031045,IP00685,W012,2025-02-24,receipt,223,POL0032666,
M00031046,IP02185,W012,2025-02-24,receipt,52,POL0032667,
M00031047,IP01956,W009,2023-12-01,receipt,569,POL0032668,
M00031048,IP00956,W009,2023-12-01,receipt,303,POL0032669,
M00031049,IP00456,W009,2023-12-01,receipt,555,POL0032670,
M00031050,IP01706,W009,2023-12-01,receipt,133,POL0032671,
M00031051,IP02206,W009,2023-12-01,receipt,298,POL0032672,
M00031052,IP00230,W010,2025-04-02,receipt,527,POL0032673,
M00031053,IP02230,W010,2025-04-02,receipt,283,POL0032674,
M00031054,IP01230,W010,2025-04-02,receipt,316,POL0032675,
M00031055,IP01980,W010,2025-04-02,receipt,378,POL0032676,
M00031056,IP02098,W003,2024-04-12,receipt,598,POL0032677,
M00031057,IP00098,W003,2024-04-12,receipt,192,POL0032678,
M00031058,IP02097,W005,2025-08-04,receipt,308,POL0032679,
M00031059,IP00597,W005,2025-08-04,receipt,505,POL0032680,
M00031060,IP02347,W005,2025-08-04,receipt,301,POL0032681,
M00031061,IP01847,W005,2025-08-04,receipt,119,POL0032682,
M00031062,IP00347,W005,2025-08-04,receipt,142,POL0032683,
M00031063,IP01401,W002,2024-03-18,receipt,541,POL0032684,
M00031064,IP02151,W002,2024-03-18,receipt,554,POL0032685,
M00031065,IP02401,W002,2024-03-18,receipt,174,POL0032686,
M00031066,IP00151,W002,2024-03-18,receipt,482,POL0032687,
M00031067,IP00651,W002,2024-03-18,receipt,58,POL0032688,
M00031068,IP02063,W011,2024-07-28,receipt,283,POL0032689,
M00031069,IP00563,W011,2024-07-28,receipt,91,POL0032690,
M00031070,IP01813,W011,2024-07-28,receipt,485,POL0032691,
M00031071,IP01563,W011,2024-07-28,receipt,365,POL0032692,
M00031072,IP02052,W005,2024-12-09,receipt,367,POL0032693,
M00031073,IP00405,W008,2023-07-04,receipt,81,POL0032694,
M00031074,IP00873,W003,2024-04-26,receipt,112,POL0032695,
M00031075,IP02123,W003,2024-04-26,receipt,208,POL0032696,
M00031076,IP01873,W003,2024-04-26,receipt,70,POL0032697,
M00031077,IP00373,W003,2024-04-26,receipt,466,POL0032698,
M00031078,IP01623,W003,2024-04-26,receipt,219,POL0032699,
M00031079,IP01715,W011,2024-07-09,receipt,437,POL0032700,
M00031080,IP01465,W011,2024-07-09,receipt,546,POL0032701,
M00031081,IP00504,W003,2024-04-24,receipt,373,POL0032702,
M00031082,IP00254,W003,2024-04-24,receipt,138,POL0032703,
M00031083,IP01504,W003,2024-04-24,receipt,167,POL0032704,
M00031084,IP00004,W003,2024-04-24,receipt,255,POL0032705,
M00031085,IP02004,W003,2024-04-24,receipt,518,POL0032706,
M00031086,IP01190,W006,2025-08-21,receipt,382,POL0032707,
M00031087,IP02190,W006,2025-08-21,receipt,290,POL0032708,
M00031088,IP01940,W006,2025-08-21,receipt,286,POL0032709,
M00031089,IP00690,W006,2025-08-21,receipt,506,POL0032710,
M00031090,IP02428,W009,2025-10-08,receipt,533,POL0032711,
M00031091,IP00678,W009,2025-10-08,receipt,487,POL0032712,
M00031092,IP01178,W009,2025-10-08,receipt,292,POL0032713,
M00031093,IP00928,W009,2025-10-08,receipt,302,POL0032714,
M00031094,IP02178,W009,2025-10-08,receipt,264,POL0032715,
M00031095,IP01798,W002,2025-11-23,receipt,167,POL0032716,
M00031096,IP02048,W002,2025-11-23,receipt,301,POL0032717,
M00031097,IP00646,W003,2024-05-24,receipt,119,POL0032718,
M00031098,IP01896,W003,2024-05-24,receipt,229,POL0032719,
M00031099,IP02146,W003,2024-05-24,receipt,241,POL0032720,
M00031100,IP00584,W009,2024-04-22,receipt,422,POL0032721,
M00031101,IP00834,W009,2024-04-22,receipt,399,POL0032722,
M00031102,IP01251,W002,2023-08-24,receipt,135,POL0032723,
M00031103,IP01001,W002,2023-08-24,receipt,244,POL0032724,
M00031104,IP01751,W002,2023-08-24,receipt,335,POL0032725,
M00031105,IP01501,W002,2023-08-24,receipt,68,POL0032726,
M00031106,IP00501,W002,2023-08-24,receipt,190,POL0032727,
M00031107,IP00862,W005,2025-07-08,receipt,500,POL0032728,
M00031108,IP01918,W001,2023-12-06,receipt,254,POL0032729,
M00031109,IP00918,W001,2023-12-06,receipt,32,POL0032730,
M00031110,IP01418,W001,2023-12-06,receipt,557,POL0032731,
M00031111,IP00168,W001,2023-12-06,receipt,485,POL0032732,
M00031112,IP02204,W011,2023-05-22,receipt,405,POL0032733,
M00031113,IP00454,W011,2023-05-22,receipt,590,POL0032734,
M00031114,IP02454,W011,2023-05-22,receipt,485,POL0032735,
M00031115,IP01454,W011,2023-05-22,receipt,191,POL0032736,
M00031116,IP00457,W012,2024-06-29,receipt,83,POL0032737,
M00031117,IP02457,W012,2024-06-29,receipt,302,POL0032738,
M00031118,IP00207,W012,2024-06-29,receipt,116,POL0032739,
M00031119,IP00957,W012,2024-06-29,receipt,452,POL0032740,
M00031120,IP02207,W012,2024-06-29,receipt,508,POL0032741,
M00031121,IP02234,W012,2025-09-08,receipt,238,POL0032742,
M00031122,IP01984,W012,2025-09-08,receipt,440,POL0032743,
M00031123,IP01484,W012,2025-09-08,receipt,587,POL0032744,
M00031124,IP00484,W012,2025-09-08,receipt,374,POL0032745,
M00031125,IP01734,W012,2025-09-08,receipt,509,POL0032746,
M00031126,IP00009,W003,2025-12-12,receipt,163,POL0032747,
M00031127,IP01259,W003,2025-12-12,receipt,526,POL0032748,
M00031128,IP02131,W011,2024-05-22,receipt,362,POL0032749,
M00031129,IP00881,W011,2024-05-22,receipt,392,POL0032750,
M00031130,IP00381,W011,2024-05-22,receipt,343,POL0032751,
M00031131,IP02172,W003,2023-11-03,receipt,279,POL0032752,
M00031132,IP01172,W003,2023-11-03,receipt,568,POL0032753,
M00031133,IP00172,W003,2023-11-03,receipt,129,POL0032754,
M00031134,IP01672,W003,2023-11-03,receipt,149,POL0032755,
M00031135,IP00672,W003,2023-11-03,receipt,413,POL0032756,
M00031136,IP00479,W004,2024-03-11,receipt,340,POL0032757,
M00031137,IP00588,W006,2023-03-07,receipt,107,POL0032758,
M00031138,IP02088,W006,2023-03-07,receipt,572,POL0032759,
M00031139,IP01594,W002,2024-07-05,receipt,259,POL0032760,
M00031140,IP01844,W002,2024-07-05,receipt,416,POL0032761,
M00031141,IP00844,W002,2024-07-05,receipt,93,POL0032762,
M00031142,IP01344,W002,2024-07-05,receipt,313,POL0032763,
M00031143,IP00115,W005,2024-11-14,receipt,592,POL0032764,
M00031144,IP01361,W008,2023-08-27,receipt,120,POL0032765,
M00031145,IP01030,W002,2025-05-03,receipt,129,POL0032766,
M00031146,IP01780,W002,2025-05-03,receipt,332,POL0032767,
M00031147,IP00077,W007,2023-11-16,receipt,535,POL0032768,
M00031148,IP02323,W008,2024-06-19,receipt,439,POL0032769,
M00031149,IP01823,W008,2024-06-19,receipt,503,POL0032770,
M00031150,IP00073,W008,2024-06-19,receipt,168,POL0032771,
M00031151,IP01220,W004,2024-05-23,receipt,275,POL0032772,
M00031152,IP02470,W004,2024-05-23,receipt,37,POL0032773,
M00031153,IP00220,W004,2024-05-23,receipt,447,POL0032774,
M00031154,IP01970,W004,2024-05-23,receipt,366,POL0032775,
M00031155,IP01549,W004,2024-12-23,receipt,357,POL0032776,
M00031156,IP00549,W004,2024-12-23,receipt,547,POL0032777,
M00031157,IP00029,W011,2023-09-05,receipt,177,POL0032778,
M00031158,IP01529,W011,2023-09-05,receipt,322,POL0032779,
M00031159,IP01029,W011,2023-09-05,receipt,186,POL0032780,
M00031160,IP00529,W011,2023-09-05,receipt,366,POL0032781,
M00031161,IP00179,W009,2024-06-15,receipt,585,POL0032782,
M00031162,IP00929,W009,2024-06-15,receipt,230,POL0032783,
M00031163,IP01949,W006,2025-07-13,receipt,209,POL0032784,
M00031164,IP00449,W006,2025-07-13,receipt,41,POL0032785,
M00031165,IP02449,W006,2025-07-13,receipt,409,POL0032786,
M00031166,IP00699,W006,2025-07-13,receipt,136,POL0032787,
M00031167,IP02199,W006,2025-07-13,receipt,199,POL0032788,
M00031168,IP01222,W005,2025-04-01,receipt,519,POL0032789,
M00031169,IP00972,W005,2025-04-01,receipt,259,POL0032790,
M00031170,IP00222,W005,2025-04-01,receipt,311,POL0032791,
M00031171,IP01636,W003,2025-05-10,receipt,30,POL0032792,
M00031172,IP01798,W012,2024-05-12,receipt,283,POL0032793,
M00031173,IP01048,W012,2024-05-12,receipt,108,POL0032794,
M00031174,IP00117,W004,2024-08-20,receipt,455,POL0032795,
M00031175,IP02367,W004,2024-08-20,receipt,349,POL0032796,
M00031176,IP02117,W004,2024-08-20,receipt,404,POL0032797,
M00031177,IP00867,W004,2024-08-20,receipt,148,POL0032798,
M00031178,IP00367,W004,2024-08-20,receipt,495,POL0032799,
M00031179,IP01228,W003,2025-08-14,receipt,426,POL0032800,
M00031180,IP02015,W001,2023-06-04,receipt,581,POL0032801,
M00031181,IP01390,W009,2024-11-17,receipt,82,POL0032802,
M00031182,IP01640,W009,2024-11-17,receipt,542,POL0032803,
M00031183,IP02244,W010,2025-04-10,receipt,325,POL0032804,
M00031184,IP00244,W010,2025-04-10,receipt,476,POL0032805,
M00031185,IP01244,W010,2025-04-10,receipt,131,POL0032806,
M00031186,IP01027,W009,2024-07-14,receipt,244,POL0032807,
M00031187,IP01777,W009,2024-07-14,receipt,179,POL0032808,
M00031188,IP00777,W009,2024-07-14,receipt,246,POL0032809,
M00031189,IP02263,W012,2025-04-13,receipt,118,POL0032810,
M00031190,IP01263,W012,2025-04-13,receipt,595,POL0032811,
M00031191,IP00644,W001,2023-11-19,receipt,528,POL0032812,
M00031192,IP02144,W001,2023-11-19,receipt,406,POL0032813,
M00031193,IP00144,W001,2023-11-19,receipt,445,POL0032814,
M00031194,IP00894,W001,2023-11-19,receipt,493,POL0032815,
M00031195,IP02394,W001,2023-11-19,receipt,423,POL0032816,
M00031196,IP02257,W003,2023-05-18,receipt,101,POL0032817,
M00031197,IP02010,W007,2023-08-25,receipt,506,POL0032818,
M00031198,IP00278,W008,2024-02-04,receipt,265,POL0032819,
M00031199,IP00778,W008,2024-02-04,receipt,58,POL0032820,
M00031200,IP00447,W009,2024-08-17,receipt,575,POL0032821,
M00031201,IP01947,W009,2024-08-17,receipt,458,POL0032822,
M00031202,IP00197,W009,2024-08-17,receipt,432,POL0032823,
M00031203,IP01447,W009,2024-08-17,receipt,557,POL0032824,
M00031204,IP00947,W009,2024-08-17,receipt,498,POL0032825,
M00031205,IP01729,W005,2024-08-27,receipt,77,POL0032826,
M00031206,IP01597,W011,2023-09-23,receipt,38,POL0032827,
M00031207,IP02224,W010,2023-02-25,receipt,189,POL0032828,
M00031208,IP00724,W010,2023-02-25,receipt,413,POL0032829,
M00031209,IP00169,W011,2025-11-16,receipt,141,POL0032830,
M00031210,IP00669,W011,2025-11-16,receipt,590,POL0032831,
M00031211,IP01839,W002,2023-02-24,receipt,576,POL0032832,
M00031212,IP01089,W002,2023-02-24,receipt,464,POL0032833,
M00031213,IP02115,W004,2023-04-07,receipt,214,POL0032834,
M00031214,IP01967,W012,2023-02-10,receipt,256,POL0032835,
M00031215,IP00967,W012,2023-02-10,receipt,230,POL0032836,
